Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
HTBI,"HomeTrust Bancshares, Inc.",Finance,Savings Institutions,2012,25.14,461591000.0,18.07,14.8,2.2,3.78,1.13,8.24,nan,21.56,31.01,0.78,6.51,122170000.0,6.83,nan,120300000.0,nan,1.4,-46.1,133550000.00000001,7.37,681890000.0,nan,nan,22.45,15710000.0,nan,0.39,18240000.0,0.24,0.97,0.12,0.49,nan,8.57
FIXX,"Homology Medicines, Inc.",Health Care,Major Pharmaceuticals,2018,22.0,990286000.0,nan,-9.48,0.96,350.54,4.79,273.1,-10.47,0.0,nan,-26.23,-53.98,2830000.0,0.08,nan,-44260000.0,-73660000.0,-1.9,nan,187970000.0,4.32,nan,nan,10.8,4.66,-49390000.0,-66700000.0,nan,43610000.0,nan,nan,nan,nan,nan,0.0
HOFT,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,n/a,21.5,257142000.0,7.4,6.59,0.49,0.38,0.97,0.45,5.87,5.13,6.81,7.72,13.88,676130000.0,57.47,nan,147490000.0,52170000.0,2.94,-72.2,28250000.0,2.39,78020000.0,29.48,3.73,22.43,1370000.0,-5620000.0,0.58,11790000.0,0.6,2.79,0.58,2.69,1.65,19.73
HOPE,"Hope Bancorp, Inc.",Finance,Major Banks,n/a,14.43,1872000000.0,10.73,11.2,1.36,3.63,0.94,4.37,nan,34.14,49.72,1.17,9.04,516340000.00000006,4.04,nan,533210000.00000006,nan,1.38,-10.2,609800000.0,4.81,994450000.0,nan,nan,15.75,nan,nan,1.72,126660000.0,0.56,3.86,0.56,3.86,2.86,40.88
HFBC,"HopFed Bancorp, Inc.",Finance,Major Banks,n/a,19.25,125996000.0,22.94,nan,nan,3.54,1.24,4.57,nan,14.51,18.92,0.56,5.75,35610000.0,5.69,nan,36080000.0,nan,0.83,-44.7,47420000.0,7.82,95360000.0,nan,nan,15.32,6480000.0,nan,1.5,6650000.0,0.44,2.22,0.21,1.07,1.35,25.3
HBNC,"Horizon Bancorp, Inc.",Finance,Major Banks,n/a,16.08,747875000.0,12.49,9.88,nan,4.47,1.23,6.94,nan,30.56,39.63,1.13,9.56,167310000.0,4.35,nan,165860000.0,nan,1.33,-15.5,106600000.0,2.37,519360000.0,nan,nan,13.53,154020000.0,nan,1.1,38390000.0,0.48,2.99,0.4,2.49,2.03,30.08
HZNP,Horizon Pharma plc,Health Care,Major Pharmaceuticals,2011,23.82,4421000000.0,99.21,12.02,0.85,3.5,2.94,3.98,51.16,3.29,7.22,1.44,3.52,1260000000.0,7.51,nan,802570000.0,98380000.0,0.24,nan,1030000000.0,5.59,1650000000.0,109.38,1.74,8.14,311520000.0,291050000.0,1.06,164980000.0,nan,nan,nan,nan,nan,0.0
HRZN,Horizon Technology Finance Corporation,n/a,n/a,2010,12.01,163560000.0,10.4,9.36,1.98,5.08,1.05,8.48,nan,41.69,64.71,4.93,9.24,32220000.0,2.79,nan,31090000.0,nan,1.16,16.2,22160000.0,1.64,131919999.99999999,84.34,4.19,11.55,-40180000.0,9740000.0,0.47,11520000.0,1.2,9.98,1.2,9.98,11.18,103.45
HPT,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts,n/a,25.21,4142000000.0000005,12.53,22.9,2.41,1.81,1.51,3.64,10.56,14.46,16.85,3.36,12.08,2290000000.0,13.95,nan,902180000.0,788950000.0,2.01,181.5,23680000.0,0.14,4210000000.0,154.02,1.04,16.64,591130000.0,530549999.99999994,1.17,164440000.0,2.16,8.57,2.13,8.46,7.27,105.47
TWNK,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods,2015,14.38,1876000000.0,24.53,19.46,1.57,2.17,1.18,3.06,15.11,6.96,15.65,2.81,5.11,864380000.0,8.64,nan,277410000.0,174740000.0,0.59,-11.4,160480000.0,1.58,987680000.0,62.66,2.19,12.21,133720000.0,57140000.0,0.54,101300000.0,nan,nan,nan,nan,nan,0.0
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books,2013,5.59,713638000.0,nan,-12.23,-1.53,0.54,1.09,1.18,39.43,-8.37,-6.89,-2.31,-21.19,1320000000.0,10.66,nan,631690000.0,39280000.0,-0.89,nan,84180000.0,0.68,919280000.0,140.85,1.2,5.26,35540000.0,56660000.0,1.05,124110000.0,nan,nan,nan,nan,nan,0.0
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment,2006,4.66,76417000.0,8.52,nan,nan,0.21,0.74,0.47,10.07,2.51,4.07,4.4,9.15,357100000.0,21.75,nan,85210000.0,16739999.999999998,0.54,17.3,nan,0.01,91530000.0,88.51,6.69,6.22,2950000.0,4830000.0,1.68,16610000.0,nan,nan,0.0,0.0,nan,0.0
HBMD,"Howard Bancorp, Inc.",Finance,Major Banks,n/a,14.12,275816000.0,46.23,14.05,nan,3.33,0.92,5.39,nan,7.36,22.77,0.28,2.06,82940000.0,4.35,nan,78390000.0,nan,0.31,nan,97610000.0,5.12,268530000.0,nan,nan,15.77,58830000.0,nan,0.65,19060000.0,nan,nan,nan,nan,nan,0.0
HTGM,"HTG Molecular Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2015,1.39,38466000.0,nan,-3.27,nan,1.87,2.39,1.23,-1.7,-80.03,-79.09,-22.63,-69.98,20550000.0,0.72,nan,3990000.0,-14830000.0,-0.577,nan,25030000.0,0.87,10720000.0,66.85,6.3,0.56,-16070000.0,-10060000.0,1.94,28710000.0,nan,nan,nan,nan,nan,0.0
HTHT,Huazhu Group Limited,Consumer Services,Hotels/Resorts,2010,33.65,10020000000.0,48.7,26.88,57.18,nan,8.8,nan,nan,6.69,0.0,4.25,10.73,nan,nan,nan,3590000000.0,nan,0.7,-17.8,nan,nan,nan,473.79,0.7,3.88,nan,nan,1.86,290940000.0,0.34,1.02,nan,nan,nan,97.05
HUBG,"Hub Group, Inc.",Transportation,Oil Refining/Marketing,1996,40.41,1423000000.0,6.57,12.08,0.93,0.38,1.41,0.44,7.15,5.54,3.68,4.87,11.21,3780000000.0,113.01,nan,445600000.0,232960000.0,6.23,47.8,112400000.0,3.23,355080000.0,35.26,1.18,28.96,241100000.0,106420000.0,1.46,34100000.0,nan,nan,nan,nan,nan,0.0
HDSN,"Hudson Technologies, Inc.",Consumer Durables,Industrial Specialties,n/a,0.72,26844000.0,nan,5.73,-0.21,0.17,0.41,1.03,-18.51,-35.68,-10.1,-3.58,-60.91,158760000.0,3.73,nan,13940000.0,-8880000.0,-1.332,nan,1170000.0,0.03,138630000.0,211.48,1.88,1.54,24960000.0,59340000.0,1.0,42600000.0,nan,nan,nan,nan,nan,0.0
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks,n/a,14.08,15322000000.0,11.56,10.39,1.6,3.53,1.47,6.13,nan,32.85,41.82,1.34,12.53,4340000000.0,4.05,nan,4260000000.0,nan,1.24,9.8,1910000000.0,1.83,12580000000.0,nan,nan,9.77,1930000000.0,nan,1.46,1050000000.0,0.6,4.26,0.53,3.76,2.56,42.74
HURC,"Hurco Companies, Inc.",Capital Goods,Industrial Machinery/Components,n/a,34.93,238342000.0,9.04,nan,nan,0.78,1.02,0.52,4.11,8.71,11.97,7.5,11.97,306690000.0,45.54,nan,91810000.0,39250000.0,3.9,40.0,70180000.0,10.69,nan,nan,3.91,34.58,5960000.0,nan,0.83,6770000.0,0.48,1.37,0.45,1.29,1.03,11.54
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services,2004,54.82,1259000000.0,60.64,20.75,1.68,1.56,2.17,1.96,16.49,2.51,7.12,3.35,3.88,805890000.0,37.01,nan,273590000.0,95810000.0,0.91,nan,8770000.0,0.4,395860000.0,72.02,0.58,25.34,99630000.0,74800000.0,0.16,22880000.0,nan,nan,nan,nan,nan,0.0
HCM,Hutchison China MediTech Limited,Health Care,Major Pharmaceuticals,2016,20.43,2728000000.0,nan,nan,nan,12.75,7.29,11.81,-25.31,-38.78,-48.46,nan,-18.07,213940000.0,1.61,nan,-44000000.0,-99830000.0,-0.62,nan,271860000.0,2.04,33049999.999999996,8.26,3.45,2.83,-30930000.0,nan,0.76,133310000.0,nan,nan,nan,nan,nan,0.0
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials,n/a,2.67,74337000.0,nan,nan,nan,0.09,1.26,0.3,40.39,-1.09,0.1,0.15,-13.89,839000000.0,33.36,nan,166500000.0,6300000.0,-0.366,nan,nan,0.03,181000000.0,305.74,2.2,2.23,7400000.0,6260000.0,2.34,26070000.0,nan,nan,nan,nan,nan,0.0
HYGS,Hydrogenics Corporation,Basic Industries,Major Chemicals,n/a,14.88,282827000.0,nan,212.71,-2.76,8.36,9.84,8.07,-27.04,-41.47,-31.73,-9.78,-54.49,33830000.0,2.1,nan,8720000.0,-10100000.0,-0.87,nan,21530000.0,1.13,11940000.0,41.55,1.71,1.51,-12160000.0,-5030000.0,0.26,15440000.0,nan,nan,nan,nan,nan,0.0
HYRE,HyreCar Inc.,Consumer Services,Rental/Leasing Companies,2018,3.1,38593000.0,nan,-63.4,nan,3.33,7.94,2.72,-3.39,-96.55,-80.47,-141.14,nan,11570000.0,1.13,nan,4640000.0,-9300000.0,-1.094,nan,6340000.0,0.52,nan,nan,3.14,0.4,-6200000.0,-2310000.0,nan,12300000.0,nan,nan,nan,nan,nan,0.0
IDSY,"I.D. Systems, Inc.",Consumer Durables,Telecommunications Equipment,1999,6.0,106916000.0,nan,10.48,0.88,2.01,3.49,1.81,-24.97,-13.16,-9.16,-4.97,-22.71,53300000.0,3.06,nan,25800000.0,-3860000.0,-0.4,nan,9520000.0,0.54,2360000.0,7.94,1.7,1.68,-1260000.0,nan,1.19,18210000.0,nan,nan,nan,nan,nan,0.0
IIIV,"i3 Verticals, Inc.",Miscellaneous,Business Services,2018,27.59,886120000.0,89.08,28.15,1.69,2.62,6.3,1.2,15.06,-0.19,4.5,nan,nan,338850000.0,38.37,nan,68650000.0,26980000.0,0.32,nan,1390000.0,0.15,75240000.0,65.58,0.58,4.47,19910000.0,nan,nan,9190000.0,nan,nan,nan,nan,nan,0.0
IAC,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores,n/a,240.11,20546000000.0,36.1,35.46,1.2,4.7,7.39,4.97,26.77,14.74,14.94,6.19,23.12,4370000000.0,52.29,nan,3350000000.0,811090000.0,6.77,24.8,2260000000.0,26.85,2560000000.0,70.35,3.12,33.06,939060000.0,679940000.0,0.72,78310000.0,nan,nan,0.34,0.14,nan,0.0
IBKC,IBERIABANK Corporation,Finance,Major Banks,n/a,76.34,4251000000.0000005,10.2,10.7,1.37,3.72,1.03,5.06,nan,37.93,48.59,1.41,10.63,1140000000.0,20.96,nan,1110000000.0,nan,7.66,35.2,789320000.0,14.95,2370000000.0,nan,nan,75.93,nan,nan,1.58,54420000.0,1.8,2.39,1.66,2.17,2.06,21.67
ICAD,icad inc.,Health Care,Medical/Dental Instruments,n/a,6.78,118706000.0,nan,227.67,-2.41,4.55,25.87,4.74,-23.17,-36.25,-23.07,-11.89,-118.15,26080000.0,1.55,nan,19830000.0,-5330000.0,-0.56,nan,11310000.0,0.65,16280000.000000002,356.48,1.47,0.26,-5040000.0,-2110000.0,0.81,16770000.0,nan,nan,nan,nan,nan,0.0
IEP,Icahn Enterprises L.P.,Capital Goods,Auto Parts:O.E.M.,n/a,76.61,15236000000.0,9.24,55.46,nan,1.44,2.24,2.39,107.17,14.63,-1.9,-0.46,-6.4,10580000000.0,57.42,nan,2230000000.0,236000000.0,8.4,nan,2760000000.0,14.09,8100000000.0,69.52,2.67,34.71,1220000000.0,-1270000000.0,1.36,196240000.0,8.0,10.56,7.25,9.52,9.47,nan
ICFI,"ICF International, Inc.",Consumer Services,Professional Services,2006,81.87,1580000000.0,25.21,18.32,1.96,1.15,2.39,1.39,15.28,4.67,7.11,4.93,10.01,1380000000.0,73.08,nan,480460000.0,125210000.0,3.33,23.4,5690000.0,0.3,375320000.0,56.65,1.42,35.12,67830000.0,45670000.0,0.38,18860000.0,0.56,0.68,0.56,0.68,nan,16.82
ICHR,Ichor Holdings,Technology,Semiconductors,2016,25.71,605139000.0,15.31,11.13,1.86,0.86,3.0,1.07,10.38,6.07,7.12,5.79,19.52,703410000.0,29.6,nan,140980000.0,72580000.0,1.77,-90.9,31610000.0,1.41,210910000.0,104.58,2.27,9.02,60840000.0,37990000.0,2.7,22370000.0,nan,nan,nan,nan,nan,0.0
ICLK,iClick Interactive Asia Group Limited,Technology,Computer Software: Prepackaged Software,2017,3.5,194486000.0,nan,14.83,nan,1.19,1.78,1.28,-8.31,-20.99,-15.98,-8.03,-30.12,164010000.0,3.04,nan,39120000.0,-25230000.0,-0.64,nan,44690000.0,0.78,48550000.0,43.5,1.45,1.92,nan,nan,nan,57030000.0,nan,nan,nan,nan,nan,0.0
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch,1998,155.01,8443000000.0,25.65,20.45,2.19,3.19,5.94,3.12,17.97,12.56,14.94,10.26,25.34,2650000000.0,48.99,nan,777560000.0,460590000.0,6.1,13.1,477940000.0,8.85,461470000.0,32.45,2.02,26.35,322800000.0,196600000.0,0.65,53980000.0,nan,nan,nan,nan,nan,0.0
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing,n/a,0.98,9960000.0,nan,nan,nan,0.06,nan,3.79,8.35,-63.02,44.2,6.56,nan,175080000.0,23.75,nan,187690000.0,79560000.0,-15.625,-35.3,55950000.0,5.19,648060000.0,nan,1.22,-17.43,32400000.0,86960000.0,3.47,57210000.0,nan,nan,nan,nan,nan,0.0
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments,1992,252.2,5225000000.0,100.03,25.22,1.66,3.85,4.07,3.6,18.59,4.04,13.8,7.54,4.37,1360000000.0,66.41,nan,570030000.0,262970000.00000003,2.53,535.9,314490000.0,15.26,38610000.0,3.01,3.86,62.23,159940000.0,139740000.0,0.84,20610000.0,nan,nan,nan,nan,nan,0.0
IPWR,Ideal Power Inc.,Energy,Industrial Machinery/Components,2013,0.3369,5009000.0,nan,nan,-0.02,nan,1.42,nan,-0.76,0.0,0.0,-32.24,-60.24,nan,nan,nan,nan,-4170000.0,-0.489,nan,2230000.0,0.15,nan,11.01,3.37,0.24,-5790000.0,-3010000.0,1.41,14720000.0,nan,nan,nan,nan,nan,0.0
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment,n/a,4.8,82575000.0,nan,29.41,nan,1.02,2.35,1.13,21.86,-3.97,1.36,1.03,-10.86,81140000.0,5.04,nan,33330000.0,4179999.9999999995,-0.268,nan,8930000.0,0.54,17930000.0,51.44,1.31,2.12,-4170000.0,nan,2.6,16520000.0,nan,nan,nan,nan,nan,0.0
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,2.51,71736000.0,nan,-1.68,nan,176.26,1.29,29.75,-0.24,0.0,nan,-36.74,-65.68,nan,0.01,nan,-25370000.0,-50760000.0,-1.859,nan,59860000.0,2.14,nan,0.43,9.81,1.99,-50530000.0,-31760000.0,2.9,195640000.0,nan,nan,nan,nan,nan,0.0
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1991,288.64,24525000000.0,64.57,51.61,3.09,10.89,476.46,11.41,42.96,17.33,22.83,20.4,nan,2250000000.0,26.01,nan,1240000000.0,597790000.0,4.42,14.8,116620000.0,1.36,1130000000.0,nan,1.01,0.6,399560000.0,240770000.0,1.21,86010000.0,nan,nan,nan,nan,nan,0.0
IESC,"IES Holdings, Inc.",Capital Goods,Engineering & Construction,n/a,18.01,392112000.0,15.3,nan,nan,0.4,1.72,0.41,8.67,2.63,3.75,5.7,11.69,973610000.0,45.94,nan,149960000.0,45990000.0,1.2,147.1,16160000.0,0.76,19670000.0,8.51,1.62,10.67,10470000.0,-7050000.0,1.21,21370000.0,nan,nan,nan,nan,nan,0.0
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing",1996,64.98,25992000000.0,59.46,22.43,2.77,6.11,3.1,7.37,21.71,10.49,20.65,3.6,5.47,4250000000.0,10.72,nan,2520000000.0,1440000000.0,1.09,30.6,109500000.0,0.27,5260000000.0,62.57,0.66,20.91,1320000000.0,1950000000.0,0.75,399750000.0,nan,nan,nan,nan,nan,0.0
IIVI,II-VI Incorporated,Capital Goods,Electronic Components,1987,39.23,2574000000.0,24.86,13.6,0.7,1.95,2.32,2.12,11.08,8.07,12.35,5.54,10.02,1320000000.0,20.87,nan,461290000.0,253340000.0,1.63,-18.1,221210000.0,3.48,533250000.0,47.89,3.41,17.49,161460000.0,-23280000.0,1.8,63740000.0,nan,nan,nan,nan,nan,0.0
ILMN,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2000,304.0,45642000000.0,53.15,41.42,3.1,13.44,11.21,12.89,41.48,25.05,25.58,8.4,21.88,3400000000.0,23.11,nan,2330000000.0,1060000000.0,5.72,12.0,3620000000.0,24.59,2510000000.0,61.19,3.66,27.11,1080000000.0,562000000.0,1.35,146910000.0,nan,nan,nan,nan,nan,0.0
ISNS,"Image Sensing Systems, Inc.",Capital Goods,Industrial Machinery/Components,1995,4.9575,25992000.0,11.69,nan,nan,1.74,2.35,1.5,8.77,14.65,15.57,12.06,22.15,14920000.0,2.86,nan,11780000.0,2560000.0,0.419,nan,3950000.0,0.74,nan,3.35,4.17,2.09,1590000.0,nan,0.82,5300000.0,nan,nan,nan,nan,nan,0.0
IMMR,Immersion Corporation,Technology,Computer peripheral equipment,1999,7.36,242017000.0,nan,34.86,-1.71,7.89,2.66,4.2,-4.66,-86.54,-92.89,-11.73,-27.07,30680000.0,1.0,nan,101030000.0,-27670000.0,-0.86,nan,117610000.0,3.73,4610000.0,5.07,5.14,2.88,-23860000.0,nan,1.31,31550000.0,nan,nan,nan,nan,nan,0.0
IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals,1989,2.26,348407000.0,nan,-4.24,nan,8.25,nan,2.53,-0.68,0.0,-388.09,-34.78,nan,42220000.0,0.29,nan,-121010000.0,-157750000.0,-1.206,nan,270400000.0,1.81,28790000.0,nan,4.72,-0.19,-106260000.0,-89360000.0,2.3,149530000.0,nan,nan,nan,nan,nan,0.0
IMMU,"Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,15.25,2847000000.0,nan,-10.11,nan,nan,15.77,nan,-7.64,0.0,nan,nan,nan,nan,-0.0,nan,-187770000.0,-326400000.0,-1.88,nan,442680000.0,2.31,7370000.0,4.05,7.89,0.95,-283830000.0,nan,1.55,165770000.0,nan,nan,nan,nan,nan,0.0
IMMP,Immutep Limited,Health Care,Major Pharmaceuticals,n/a,1.61,51646000.0,nan,nan,nan,nan,1.99,nan,nan,0.0,0.0,-24.01,-56.38,nan,nan,nan,-3140000.0,nan,-0.4,nan,nan,nan,nan,21.3,7.34,0.8,nan,nan,1.55,23990000.0,nan,nan,nan,nan,nan,0.0
PI,"Impinj, Inc.",Capital Goods,Industrial Machinery/Components,2016,33.78,779163000.0,nan,nan,nan,5.96,8.01,5.53,-31.17,-21.33,-21.23,-11.13,-27.21,130630000.0,6.09,nan,58280000.0,-23160000.0,-1.3,nan,56650000.0,2.62,48550000.0,50.48,4.79,4.45,nan,3660000.0,2.75,21390000.0,nan,nan,nan,nan,nan,0.0
INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,78.54,16308000000.0,68.12,27.11,0.83,8.16,8.13,7.66,43.66,12.66,14.82,7.31,13.62,2000000000.0,9.38,nan,589800000.0,350370000.0,1.16,nan,1580000000.0,7.37,42060000.0,2.02,5.22,9.73,471050000.0,271500000.0,0.98,214260000.0,nan,nan,nan,nan,nan,0.0
INDB,Independent Bank Corp.,Finance,Major Banks,n/a,73.48,2604000000.0,17.36,13.34,1.87,5.97,1.59,6.67,nan,29.51,47.58,1.29,9.86,436510000.0,14.82,nan,380670000.0,nan,4.37,-1.6,194010000.0,5.65,499700000.0,nan,nan,47.67,nan,nan,1.31,28140000.0,1.76,2.38,1.64,2.22,2.03,33.98
IBCP,Independent Bank Corporation,Finance,Major Banks,n/a,21.58,498293000.0,13.42,10.55,1.43,3.1,1.51,3.09,nan,24.91,33.16,1.3,13.08,160800000.0,6.71,nan,156590000.0,nan,1.65,2.4,76820000.0,3.27,67340000.0,nan,nan,14.63,48160000.0,nan,0.67,23470000.0,0.72,3.34,0.63,2.91,1.92,38.18
IBTX,"Independent Bank Group, Inc",Finance,Major Banks,2013,54.93,2461000000.0,13.45,10.53,1.12,5.26,1.09,5.82,nan,33.48,51.57,1.27,8.27,467530000.0,12.73,nan,358620000.0,nan,4.26,67.8,584660000.0,13.61,846260000.0,nan,nan,52.37,nan,nan,1.59,nan,1.0,1.81,0.78,1.41,0.75,16.11
ILPT,Industrial Logistics Properties Trust,Consumer Services,Real Estate Investment Trusts,2018,20.65,1367000000.0,18.99,18.92,-2.43,8.14,1.33,12.32,17.11,42.85,54.13,3.49,7.0,167910000.0,2.58,nan,143190000.0,120850000.0,1.11,-12.7,16129999.999999998,0.25,743790000.0,72.66,4.72,15.73,103000000.0,79580000.0,nan,65069999.99999999,1.32,6.41,1.32,6.41,nan,113.51
IDSA,"Industrial Services of America, Inc.",Consumer Durables,Industrial Specialties,n/a,0.95,7702000.0,nan,nan,nan,0.13,0.73,0.37,11.59,-1.36,-0.29,-0.43,-7.54,60710000.0,7.49,nan,4059999.9999999995,1910000.0,-0.102,nan,nan,0.06,14940000.0,140.76,1.47,1.31,-1360000.0,nan,2.31,8109999.999999999,nan,nan,nan,nan,nan,0.0
INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment,2007,3.77,663123000.0,nan,-186.5,-0.27,0.64,1.07,0.81,-10.25,-29.96,-18.77,-8.96,-48.06,1030000000.0,6.29,nan,347260000.0,-81760000.0,-1.891,nan,183280000.0,1.03,357930000.0,57.98,1.78,3.48,-141130000.0,-51680000.0,0.58,177780000.0,nan,nan,nan,nan,nan,0.0
INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,1.61,92789000.0,nan,-2.47,-0.03,3.82,2.36,0.92,-1.39,-64.01,-66.68,-16.23,-36.66,24290000.0,0.43,nan,2320000.0,-16059999.999999998,-0.274,nan,70530000.0,1.24,nan,0.27,9.94,0.69,-11130000.0,-6540000.0,1.91,56930000.0,nan,nan,nan,nan,nan,0.0
IFRX,InflaRx N.V.,n/a,n/a,2017,2.87,76076000.0,nan,-1.34,nan,nan,0.41,nan,nan,0.0,0.0,-18.46,-22.73,nan,nan,nan,nan,nan,-1.387,nan,nan,nan,nan,0.46,18.08,7.2,nan,nan,nan,23810000.0,nan,nan,nan,nan,nan,0.0
IEA,"Infrastructure and Energy Alternatives, Inc.",Finance,Business Services,2016,2.7,55409000.0,nan,6.73,-2.29,0.06,nan,0.49,57.81,-0.14,-2.06,-3.55,nan,920020000.0,42.17,nan,31530000.0,7770000.0,-2.277,nan,47920000.0,2.15,406820000.0,nan,0.94,-6.77,-5370000.0,-21540000.0,nan,22250000.0,nan,nan,nan,nan,nan,0.0
INWK,"InnerWorkings, Inc.",Miscellaneous,Business Services,2006,3.72,202572000.0,nan,10.0,0.64,0.18,1.1,0.32,34.25,-6.91,0.41,0.46,-33.31,1110000000.0,21.53,nan,255100000.0,10370000.0,-1.492,nan,25850000.0,0.5,180390000.0,98.95,0.96,3.55,-5760000.0,3700000.0,0.92,51860000.0,nan,nan,nan,nan,nan,0.0
INOD,Innodata Inc.,Technology,EDP Services,1993,1.22,36074000.0,nan,nan,nan,0.63,1.18,0.51,6.17,-0.32,3.07,2.2,-0.61,56990000.0,2.2,nan,20670000.0,4730000.0,-0.01,nan,12160000.0,0.47,8710000.0,32.24,1.76,1.17,4050000.0,nan,0.66,25950000.0,nan,nan,nan,nan,nan,0.0
IPHS,"Innophos Holdings, Inc.",Consumer Durables,Specialty Chemicals,2006,27.6,551350000.0,16.39,10.91,1.18,0.7,1.57,1.15,8.41,4.3,8.23,4.84,9.92,787820000.0,40.33,nan,153090000.0,108140000.0,1.71,-20.3,21170000.0,1.09,383440000.0,110.65,3.14,17.81,62670000.0,3070000.0,1.87,19670000.0,1.92,6.96,1.92,6.96,4.6,112.28
IOSP,Innospec Inc.,Basic Industries,Major Chemicals,n/a,91.71,2327000000.0,25.2,17.1,2.4,1.55,2.7,1.58,11.79,6.08,10.68,6.7,10.93,1500000000.0,61.61,nan,441800000.0,201800000.0,3.72,29.3,123500000.0,5.05,247800000.0,29.19,2.28,34.66,120100000.0,101650000.0,1.43,24480000.0,1.0,1.09,0.89,0.97,1.22,23.92
INNT,"Innovate Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2018,1.09,38568000.0,nan,-1.85,nan,nan,20.96,nan,-2.91,0.0,0.0,-51.95,-288.2,nan,nan,nan,nan,-10730000.0,-0.519,nan,11490000.0,0.32,3820000.0,236.08,1.14,0.05,-12440000.0,-4810000.0,-2.64,nan,nan,nan,nan,nan,nan,0.0
ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services,2000,5.29,91985000.0,nan,nan,1.19,6.05,2.65,4.65,-89.9,-7.32,-8.2,-2.03,-3.17,15220000.0,0.9,nan,6540000.0,nan,-0.07,nan,21240000.0,1.26,nan,nan,9.76,2.05,nan,-1860000.0,-0.28,16910000.0,nan,nan,nan,nan,nan,0.0
INVA,"Innoviva, Inc.",Health Care,Major Pharmaceuticals,n/a,12.99,1319000000.0,3.65,8.57,0.42,5.0,7.01,5.78,6.09,151.35,94.96,36.13,nan,263810000.0,2.61,nan,261000000.0,250640000.0,3.57,14.2,192180000.0,1.9,386290000.0,193.2,66.01,1.86,250270000.0,163540000.0,0.54,101260000.0,nan,nan,0.0,0.0,nan,0.0
INGN,"Inogen, Inc",Health Care,Industrial Specialties,2014,57.34,1327000000.0,29.38,28.81,2.41,3.59,4.12,2.78,22.71,12.56,9.22,6.19,16.33,369260000.0,17.22,nan,178580000.0,45150000.0,2.06,-50.7,239250000.0,10.91,6980000.0,2.17,7.35,14.68,45910000.0,18480000.0,2.02,21930000.0,nan,nan,nan,nan,nan,0.0
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services,2015,14.66,2306000000.0,nan,28.94,4.18,3.97,3.44,5.53,20.69,-5.28,8.21,2.05,-4.71,580410000.0,3.93,nan,382850000.0,155020000.0,-0.21,nan,121690000.0,0.79,1020000000.0,152.69,1.89,4.37,98280000.0,60480000.0,0.4,73100000.0,nan,nan,nan,nan,nan,0.0
