Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,n/a,56.85,558140000.0,13.24,12.17,0.89,1.02,1.73,0.75,5.85,7.74,10.9,8.88,14.07,549530000.0,55.06,nan,241860000.0,70000000.0,4.23,-7.2,148970000.0,14.93,nan,nan,3.43,32.38,41950000.0,16810000.0,1.08,8840000.0,0.56,0.99,0.56,0.99,0.9,12.77
JNCE,"Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,3.79,120703000.0,nan,-1.6,nan,1.91,1.38,-0.1,0.22,-46.07,-52.94,-9.4,-29.26,63050000.0,1.92,nan,34310000.0,-29540000.0,-0.885,nan,152020000.0,4.61,21110000.0,23.44,2.03,2.73,-82410000.0,-1670000.0,3.45,32970000.0,nan,nan,nan,nan,nan,0.0
KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,n/a,88.39,1402000000.0,15.86,11.26,2.2,0.9,1.89,1.08,8.81,5.96,9.2,6.28,12.27,1550000000.0,95.4,nan,285200000.0,189400000.0,5.58,-7.2,146800000.0,9.22,407400000.0,54.59,3.63,46.79,136700000.0,11100000.0,1.33,16120000.000000002,2.4,2.72,2.35,2.66,2.06,41.22
KALA,"Kala Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,4.0,135048000.0,nan,-1.88,-0.04,39.22,2.28,35.85,-1.45,0.0,nan,-38.96,-139.42,3440000.0,0.11,nan,nan,-84960000.0,-2.866,nan,118010000.0,3.47,101670000.0,166.5,7.5,1.8,-83800000.0,-53720000.0,1.99,33880000.0,nan,nan,nan,nan,nan,0.0
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2015,15.53,277018000.0,nan,-7.17,nan,17.18,2.79,10.59,-5.8,-129.08,-184.91,-20.76,-33.58,16129999.999999998,1.07,nan,-18890000.0,-29440000.0,-1.38,nan,100810000.0,5.8,nan,0.06,6.4,5.6,-36370000.0,-27780000.0,1.54,nan,nan,nan,nan,nan,nan,0.0
KMDA,Kamada Ltd.,Health Care,Major Pharmaceuticals,2013,5.64,224750000.0,8.59,11.65,1.87,1.79,1.85,1.39,6.2,21.1,19.53,10.91,24.03,125240000.0,3.1,nan,41470000.0,28000000.0,0.65,8.0,61960000.0,1.51,5910000.0,4.77,4.74,3.03,20230000.0,8890000.0,0.93,40300000.0,nan,nan,nan,nan,nan,0.0
KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing,n/a,4.96,261938000.0,nan,nan,nan,2.02,1.23,2.67,73.36,-17.33,-1.67,-0.32,-9.73,129960000.00000001,2.51,nan,20250000.0,4740000.0,-0.44,nan,3610000.0,0.07,81220000.0,37.08,1.06,4.15,-19370000.0,-12970000.0,1.94,52580000.0,nan,nan,nan,nan,nan,0.0
KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,2013,9.1,529049000.0,nan,-3.13,0.08,52.42,6.39,43.55,-2.07,0.0,nan,-53.88,-145.89,10090000.0,0.17,nan,-131039999.99999999,-212350000.0,-3.55,nan,217160000.0,3.51,121730000.0,147.61,6.93,1.35,-201660000.0,-125910000.0,0.85,49690000.0,nan,nan,nan,nan,nan,0.0
KZIA,Kazia Therapeutics Limited,Capital Goods,Miscellaneous,n/a,2.29,15954000.0,nan,nan,nan,nan,0.79,nan,nan,0.0,0.0,-22.03,-61.43,nan,nan,nan,1570000.0,nan,-0.92,nan,nan,nan,nan,nan,3.95,2.94,nan,nan,2.04,6220000.0,nan,nan,nan,nan,nan,0.0
KRNY,Kearny Financial,Finance,Savings Institutions,n/a,12.67,1129000000.0,27.35,26.77,7.1,6.83,0.96,14.18,nan,25.49,36.39,0.64,3.52,165310000.0,1.82,nan,165310000.0,nan,0.46,14.2,42790000.0,0.51,1320000000.0,nan,nan,13.11,39920000.0,nan,0.41,90540000.0,0.24,1.9,0.21,1.67,nan,45.65
KELYA,"Kelly Services, Inc.",Technology,Professional Services,n/a,24.71,966604000.0,8.33,9.1,0.66,0.18,0.75,0.18,7.76,2.09,1.82,2.56,9.48,5510000000.0,141.39,nan,972200000.0,128900000.0,2.9,nan,37200000.0,0.95,90400000.0,7.13,1.5,32.44,101700000.0,57730000.0,0.73,35640000.0,0.3,1.23,0.3,1.23,1.24,10.31
KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals,2015,0.9813,27335000.0,nan,-1.47,nan,nan,nan,nan,-2.38,0.0,0.0,-119.0,nan,nan,nan,nan,nan,-44440000.0,-1.729,nan,7310000.0,0.25,85000000.0,nan,0.58,-2.83,-49360000.0,-28710000.0,2.83,15160000.0,nan,nan,nan,nan,nan,0.0
KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities,n/a,15.85,43299000.0,86.45,nan,nan,0.3,0.93,0.34,12.56,0.35,0.89,0.87,1.42,143730000.0,52.35,nan,25320000.0,3860000.0,0.19,-66.5,11650000.0,4.24,15300000.0,31.91,1.81,17.2,nan,nan,-1.09,2750000.0,0.76,4.79,0.76,4.79,2.59,345.45
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment,1983,5.07,54549000.0,nan,nan,nan,0.12,0.48,0.19,6.54,-1.72,1.4,1.67,-6.86,464040000.0,43.13,nan,34600000.0,13850000.0,-0.74,nan,nan,0.06,36290000.0,31.7,2.12,10.64,nan,nan,0.98,10760000.0,nan,nan,nan,nan,nan,0.0
KZR,"Kezar Life Sciences, Inc.",Health Care,Major Pharmaceuticals,2018,3.89,62011000.0,nan,-1.46,nan,nan,0.68,nan,0.75,0.0,0.0,-16.43,-25.99,nan,nan,nan,nan,-29320000.0,-1.456,nan,93420000.0,4.88,6760000.0,7.15,20.32,4.95,-24490000.0,-16190000.000000002,nan,19120000.0,nan,nan,nan,nan,nan,0.0
KFRC,"Kforce, Inc.",Technology,Professional Services,1995,32.74,784936000.0,6.07,12.1,0.46,0.55,3.54,0.53,8.61,9.34,5.76,12.6,32.26,1440000000.0,58.72,nan,418610000.0,89090000.0,5.36,360.0,65050000.0,2.82,82900000.0,38.58,3.34,9.2,71790000.0,71900000.0,1.24,25420000.0,0.72,2.19,0.72,2.19,1.97,30.64
KE,"Kimball Electronics, Inc.",Technology,Electrical Products,n/a,13.63,325623000.0,10.92,nan,nan,0.28,0.91,0.35,5.83,2.67,3.55,3.82,8.7,1180000000.0,45.71,nan,88410000.0,70800000.0,1.21,30.1,49280000.0,1.94,126210000.0,34.12,2.02,14.55,-6750000.0,-63150000.0,1.07,25420000.0,nan,nan,nan,nan,nan,0.0
KBAL,"Kimball International, Inc.",Consumer Durables,Home Furnishings,n/a,17.54,642340000.0,16.56,nan,nan,0.84,2.98,0.71,7.78,5.12,6.91,9.53,19.21,768070000.0,20.85,nan,254550000.0,69640000.0,1.06,8.3,106270000.0,2.88,nan,0.07,1.73,5.88,64970000.0,42900000.0,0.74,36470000.0,0.36,2.05,0.32,1.82,1.73,30.19
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,2013,7.28,281226000.0,nan,-6.07,-0.12,75.66,2.69,57.45,-3.58,0.0,nan,-31.76,-52.49,3720000.0,0.1,nan,1640000.0,-59620000.0,-1.63,nan,79580000.0,2.04,1730000.0,1.59,11.36,2.78,-56990000.0,-52520000.0,0.14,28200000.0,nan,nan,nan,nan,nan,0.0
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers,n/a,8.08,87600000.0,nan,7.7,nan,0.67,0.99,0.76,-392.4,-2.03,-1.87,-0.56,-2.99,130030000.0,12.11,nan,9360000.0,nan,-0.25,-40.5,18900000.0,1.75,30140000.0,34.38,0.62,8.14,27140000.0,9100000.0,0.66,10770000.0,0.25,3.06,0.4,4.89,2.34,nan
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Health Care,Major Pharmaceuticals,2018,9.32,479685000.0,nan,-2.51,nan,nan,1.76,nan,-1.14,0.0,0.0,-32.9,-55.11,nan,nan,nan,nan,-175980000.0,-3.34,nan,287450000.0,5.24,3310000.0,1.2,9.82,5.02,-153060000.0,-103620000.0,nan,19010000.0,nan,nan,nan,nan,nan,0.0
KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers,2016,98.47,2156000000.0,43.64,36.52,2.66,8.24,6.81,7.72,34.12,18.67,22.36,4.51,17.59,261800000.0,12.38,nan,30200000.0,59230000.0,2.25,36.1,78130000.0,3.66,nan,nan,0.31,14.42,124850000.0,114410000.0,0.51,21290000.0,0.32,0.33,0.3,0.31,nan,13.33
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,2002,1.4,19673000.0,nan,-21.0,-0.3,0.03,0.17,0.42,10.61,-0.67,-0.68,-0.71,-3.31,634270000.0,42.04,nan,203070000.0,25320000.0,-0.282,nan,32520000.000000004,2.3,280440000.0,234.07,1.11,8.42,11090000.0,-9320000.0,0.04,14270000.0,nan,nan,nan,nan,nan,0.0
KTOV,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals,2015,0.741,14870000.0,nan,nan,nan,14.87,1.59,10.49,-1.68,-292.2,-635.7,-22.34,-27.08,1000000.0,0.06,nan,1000000.0,-6260000.0,-0.166,nan,7820000.0,0.41,nan,2.85,1.99,0.57,-7270000.0,-7450000.0,3.47,19440000.0,nan,nan,nan,nan,nan,0.0
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components,1980,147.98,23102000000.0,19.75,14.18,1.17,5.06,8.87,5.53,15.58,25.73,30.37,11.84,54.68,4570000000.0,29.28,nan,2700000000.0,1620000000.0,7.49,-37.5,1740000000.0,10.92,3420000000.0,127.85,2.44,16.67,1150000000.0,383530000.0,1.68,nan,3.0,2.05,3.0,2.05,2.69,40.05
KLXE,"KLX Energy Services Holdings, Inc. ",Energy,Oilfield Services/Equipment,n/a,10.68,230224000.0,nan,3.54,nan,0.4,0.6,0.67,3.83,-1.13,8.06,5.61,-2.0,577800000.0,27.58,nan,125300000.0,101000000.0,-0.32,-74.3,92400000.0,3.91,242600000.0,61.25,3.28,16.85,44200000.0,-51350000.0,nan,23600000.0,nan,nan,nan,nan,nan,0.0
KOD,Kodiak Sciences Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,11.19,395399000.0,nan,-7.14,-0.75,nan,5.8,nan,-9.58,0.0,0.0,-45.02,-223.45,nan,nan,nan,nan,-35510000.0,-1.5,nan,68100000.0,1.85,2130000.0,3.05,11.34,1.9,-33479999.999999996,-20240000.0,nan,36910000.0,nan,nan,nan,nan,nan,0.0
KOPN,Kopin Corporation,Technology,Semiconductors,1992,0.9,84003000.0,nan,-5.8,-0.15,3.05,1.81,1.73,-1.47,-133.3,-122.31,-30.56,-66.83,27520000.0,0.36,nan,3740000.0,-32390000.0,-0.484,nan,31550000.0,0.38,3330000.0,7.96,3.28,0.51,-26340000.0,-14340000.0,1.94,76530000.0,nan,nan,nan,nan,nan,0.0
KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components,2015,28.97,1100000000.0,113.75,31.34,1.15,6.99,3.2,5.2,113.59,5.69,1.51,0.54,3.77,157430000.0,4.48,nan,69870000.0,7200000.0,0.25,-74.1,211160000.0,5.87,14840000.0,4.68,7.23,8.82,22750000.0,3190000.0,1.52,35180000.0,nan,nan,nan,nan,nan,0.0
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical,n/a,20.01,2101999999.9999998,169.24,40.76,4.75,3.13,3.78,3.48,38.71,1.99,6.06,2.34,2.14,672100000.0,6.42,nan,169700000.0,60500000.0,0.12,nan,176200000.0,1.66,383800000.0,66.76,2.73,5.28,35100000.0,-3660000.0,0.06,103510000.0,nan,nan,nan,nan,nan,0.0
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,46.98,772335000.0,nan,-21.53,nan,nan,3.85,nan,-33.76,0.0,0.0,-8.84,-13.07,nan,nan,nan,nan,-17370000.0,-1.2,nan,195470000.0,11.3,3360000.0,1.7,49.8,11.7,-12880000.0,-12170000.0,nan,14440000.0,nan,nan,nan,nan,nan,0.0
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors,n/a,20.92,1277000000.0,40.29,13.89,2.39,2.18,1.69,1.3,13.15,5.96,6.52,2.04,4.18,585050000.0,8.82,nan,409440000.0,58020000.0,0.52,-97.9,643540000.0,10.15,85890000.0,10.91,4.85,12.34,112840000.0,84400000.0,1.48,65019999.99999999,0.48,2.31,0.48,2.31,nan,96.0
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals,n/a,15.78,701635000.0,nan,-7.87,-0.74,nan,2.78,nan,-6.82,0.0,0.0,-20.07,-33.42,nan,nan,nan,nan,-63450000.0,-1.57,nan,261410000.00000003,5.78,7990000.0,3.24,23.5,5.46,-51890000.0,-30210000.0,2.05,38180000.0,nan,nan,nan,nan,nan,0.0
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,1996,9.29,164757000.0,4.24,51.67,-0.45,0.96,1.09,0.67,-152.49,22.09,-7.99,-4.04,-8.78,171990000.0,9.95,nan,70660000.0,nan,2.19,nan,65360000.0,3.63,12380000.0,8.04,2.5,8.54,nan,-10220000.0,1.06,17850000.0,nan,nan,nan,nan,nan,0.0
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications,n/a,20.25,207112000.0,nan,9.35,1.0,0.3,1.52,0.44,5.98,-3.15,4.78,5.07,-15.06,683030000.0,65.79,nan,117160000.0,50720000.0,-2.07,76.0,12000000.0,1.13,104350000.0,76.6,2.04,13.07,8630000.0,3580000.0,0.94,10580000.0,nan,nan,0.0,0.0,nan,0.0
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1994,9.65,256111000.0,nan,-3.19,-0.16,14.43,nan,16.62,-2.1,0.0,-816.09,-40.87,-307.09,17750000.0,0.66,nan,-106490000.0,-140290000.0,-5.92,nan,123450000.0,4.55,154890000.0,nan,6.02,-0.61,-118150000.0,-66879999.99999999,3.03,27130000.0,nan,nan,nan,nan,nan,0.0
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks,n/a,14.93,743238000.0,11.28,10.55,1.18,3.58,1.07,5.19,nan,31.52,44.24,1.1,10.09,207450000.0,4.23,nan,192040000.0,nan,1.32,10.2,270270000.0,5.35,595870000.0,nan,nan,13.85,75470000.0,nan,1.04,47460000.0,0.5,3.34,0.47,3.14,2.52,35.61
LKFN,Lakeland Financial Corporation,Finance,Major Banks,n/a,42.33,1072000000.0000001,12.75,12.94,1.28,5.52,1.91,5.31,nan,43.9,55.01,1.75,16.22,194370000.0,7.64,nan,184980000.0,nan,3.32,7.8,196370000.0,7.72,151230000.0,nan,nan,22.22,104080000.0,nan,1.15,25610000.0,1.2,2.84,1.12,2.65,2.02,32.53
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,1986,10.26,82461000.0,nan,15.58,4.77,0.83,0.99,0.74,21.53,-0.88,2.25,1.4,-1.04,99350000.0,12.29,nan,33910000.0,3400000.0,-0.11,nan,14280000.0,1.78,3710000.0,4.48,5.01,10.34,2420000.0,1510000.0,0.68,8109999.999999999,nan,nan,nan,nan,nan,0.0
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,1984,211.38,29784000000.0,15.37,12.1,-247.0,3.09,6.51,3.06,10.63,22.7,25.53,12.59,39.22,9650000000.0,63.31,nan,4360000000.0,2770000000.0,13.7,-46.9,5430000000.0,37.58,4500000000.0,96.17,3.61,32.36,3180000000.0,1910000000.0,1.57,149930000.0,4.4,2.12,4.4,2.12,1.31,32.12
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,1996,76.22,7615000000.0,21.31,19.76,6.56,4.53,6.74,7.06,16.34,21.4,29.12,6.16,32.48,1680000000.0,16.87,nan,1070000000.0000001,725370000.0,3.6,17.9,17250000.0,0.17,4179999999.9999995,366.53,0.5,11.38,586110000.0,434740000.0,0.92,85570000.0,3.84,5.01,3.75,4.89,4.6,104.17
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,n/a,144.7,3977000000.0,26.72,26.01,9.1,3.04,5.52,2.92,18.3,11.51,13.5,12.91,21.83,1310000000.0,47.66,nan,326200000.0,208440000.0,5.46,1.9,196290000.0,7.14,nan,nan,3.08,26.44,197600000.0,104090000.0,-0.12,27500000.0,2.6,1.8,2.55,1.77,1.72,46.7
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods,1996,10.97,318281000.0,nan,20.35,4.05,0.57,1.18,0.85,21.86,0.07,1.3,0.98,0.81,557560000.0,19.66,nan,81000000.0,21610000.0,0.01,nan,1080000.0,0.04,153100000.0,56.67,0.97,9.28,16020000.0,-43700000.0,0.69,29150000.0,nan,nan,nan,nan,nan,0.0
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,2014,15.56,384834000.0,3.77,24.35,5.38,6.22,0.96,12.15,14.78,191.77,59.75,2.77,34.83,61860000.0,2.45,nan,60390000.0,50840000.0,4.01,53.5,12110000.0,0.48,398640000.0,104.52,2.58,15.74,26570000.0,24500000.0,1.18,25340000.0,1.47,9.48,1.47,9.48,nan,36.39
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,8.1,241355000.0,33.7,13.84,0.89,0.17,0.8,0.45,9.8,0.52,2.5,2.17,2.39,1410000000.0,43.89,nan,616060000.0,64349999.99999999,0.23,nan,40220000.0,1.24,420210000.0,133.31,2.16,9.74,53110000.0,nan,1.48,32369999.999999996,nan,nan,nan,nan,nan,0.0
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,1993,111.7,4310000000.0,17.36,17.45,7.1,0.96,6.07,0.96,11.34,5.81,7.47,15.69,37.38,4470000000.0,110.49,nan,973320000.0,377850000.0,6.42,-2.3,285350000.0,7.2,151320000.0,20.78,1.98,18.38,368950000.0,300740000.0,1.41,40160000.0,0.74,0.66,0.66,0.59,0.45,10.28
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2015,22.13,851928000.0,22.0,16.48,-4.12,2.45,9.21,2.86,12.81,11.2,18.46,10.12,56.91,347390000.0,9.0,nan,174880000.0,77550000.0,0.99,-34.2,56880000.0,1.46,199940000.0,216.74,2.62,2.36,73100000.0,27990000.0,1.67,38820000.0,nan,nan,nan,nan,nan,0.0
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,2000,3.329,74119000.0,37.7,16.4,1.11,1.52,1.96,1.14,20.76,3.7,4.56,3.45,6.08,48770000.0,2.37,nan,25370000.0,2670000.0,0.087,149.1,18210000.0,0.81,nan,0.03,3.46,1.67,-1810000.0,-2970000.0,0.79,22460000.0,nan,nan,nan,nan,nan,0.0
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,n/a,19.45,2528000000.0,164.08,28.96,2.29,6.35,8.84,6.81,30.52,3.98,14.08,5.65,6.02,397850000.0,3.06,nan,227270000.0,88710000.0,0.12,nan,122640000.0,0.92,218070000.0,73.88,3.08,2.23,108370000.0,83910000.0,1.47,132020000.00000001,nan,nan,nan,nan,nan,0.0
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services,2017,18.08,3998000000.0,4.33,17.6,0.3,1.2,1.32,1.86,12.17,28.57,9.26,2.74,-0.72,3320000000.0,14.82,nan,1000000000.0,508980000.0,4.23,248.3,236410000.0,1.05,2320000000.0,74.25,0.93,13.88,427570000.0,-1840000.0,0.26,107780000.0,nan,nan,nan,nan,nan,0.0
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties,n/a,35.69,330830000.0,47.22,19.08,1.41,0.91,2.99,0.95,21.21,2.0,3.01,3.39,7.0,362240000.0,40.49,nan,189540000.0,16210000.0,0.77,-59.1,6920000.0,0.77,23030000.0,21.07,1.77,12.17,16219999.999999998,21950000.0,0.09,8960000.0,nan,nan,nan,nan,nan,0.0
LAZY,"Lazydays Holdings, Inc.",Consumer Durables,Automotive Aftermarket,n/a,4.5225,39108000.0,nan,-52.78,-0.48,0.06,0.51,0.41,10.19,-0.24,2.28,2.46,-1.07,609840000.0,62.8,nan,131669999.99999999,24340000.0,-0.717,0.9,30150000.0,3.56,180360000.0,131.4,1.42,9.39,40550000.0,11930000.0,0.42,8470000.0,nan,nan,nan,nan,nan,0.0
LCNB,LCNB Corporation,Finance,Major Banks,n/a,16.38,214233000.0,11.9,10.61,8.14,3.36,0.98,3.78,nan,29.37,37.89,1.15,8.61,63840000.0,4.81,nan,56730000.0,nan,1.41,72.7,23680000.0,1.83,47600000.0,nan,nan,17.18,21640000.0,nan,0.72,nan,0.68,4.09,0.67,4.07,3.66,46.85
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Major Pharmaceuticals,n/a,1.47,36481000.0,nan,-1.03,0.39,nan,3.17,nan,-0.63,0.0,0.0,-79.8,-191.74,nan,nan,nan,nan,-34770000.0,-1.663,nan,15750000.0,0.65,1400000.0,12.79,1.99,0.48,-28550000.0,-15830000.0,2.96,12350000.0,nan,nan,nan,nan,nan,0.0
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions,n/a,40.7,1923000000.0,12.33,12.02,1.27,5.41,1.67,9.16,nan,44.03,51.81,1.63,14.61,355740000.0,7.53,nan,345950000.0,nan,3.28,-3.1,269630000.0,5.7,1620000000.0,nan,nan,24.13,185690000.0,nan,1.66,48700000.0,1.0,2.48,0.88,2.18,1.83,26.83
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments,2006,31.75,632326000.0,34.79,32.98,3.75,5.72,4.55,5.31,23.1,16.72,18.6,8.57,14.31,110520000.0,5.64,nan,73940000.0,25410000.0,0.91,-47.2,48240000.0,2.43,6850000.0,4.98,5.63,6.96,14990000.0,8880000.0,1.51,19670000.0,0.34,1.07,0.31,0.98,1.04,34.07
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services,n/a,313.08,4102000000.0000005,128.72,37.23,2.51,4.36,10.76,4.65,37.28,3.63,7.52,5.23,11.69,940540000.0,73.72,nan,728470000.0,117230000.0,2.41,-71.3,51330000.0,3.95,393180000.0,105.16,0.67,28.83,161400000.0,153430000.0,2.35,12830000.0,nan,nan,nan,nan,nan,0.0
LEVL,"Level One Bancorp, Inc.",Finance,Major Banks,2018,23.24,181977000.0,13.02,nan,nan,3.05,1.11,3.74,nan,23.87,28.92,1.01,9.29,59620000.0,7.76,nan,57070000.0,nan,1.8,-11.4,54620000.0,7.07,96020000.0,nan,nan,21.07,-3910000.0,nan,nan,7750000.0,0.16,0.68,0.14,0.6,nan,7.78
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,1.3,139216000.0,nan,-1.91,-0.03,3.24,nan,6.55,-4.05,-207.28,-166.09,-15.75,nan,42940000.0,0.41,nan,-39520000.0,-69470000.0,-0.839,nan,105980000.0,1.0,246950000.0,nan,5.45,-0.61,-101830000.0,-93280000.0,1.21,106270000.0,nan,nan,nan,nan,nan,0.0
LX,LexinFintech Holdings Ltd.,Finance,Finance: Consumer Services,2017,10.0,1897000000.0,11.05,4.72,14.75,nan,4.06,nan,nan,33.14,0.0,8.74,56.89,nan,nan,nan,3050000000.0,nan,0.93,35.0,nan,nan,nan,80.93,1.46,2.52,nan,nan,nan,163860000.0,nan,nan,nan,nan,nan,0.0
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding,2013,79.39,1842000000.0,14.11,10.38,0.79,1.18,2.58,1.61,13.1,9.31,12.24,8.86,22.38,1550000000.0,68.29,nan,381320000.0,191060000.0,5.78,-3.3,37550000.0,1.64,670240000.0,92.42,8.53,31.61,-39950000.0,-133699999.99999999,1.05,22930000.0,nan,nan,nan,nan,nan,0.0
LHCG,LHC Group,Health Care,Medical/Nursing Services,2005,120.76,3687000000.0,43.01,26.04,2.02,1.81,2.69,2.03,20.33,4.2,9.13,5.94,7.28,2040000000.0,66.02,nan,653610000.0,203140000.0,2.76,48.8,26740000.0,0.85,316430000.0,21.62,1.59,44.06,137220000.0,120020000.0,0.97,31490000.0,nan,nan,nan,nan,nan,0.0
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services,n/a,104.01,18825000000.0,268.59,41.57,-1.22,nan,1.8,nan,-943.09,504.89,-157.74,-0.12,0.68,14300000.0,0.08,nan,20220000.0,-20650000.0,0.39,13.9,67130000.0,0.37,523549999.99999994,4.95,2.53,58.32,-39740000.0,38910000.0,1.22,26340000.0,nan,nan,nan,nan,nan,0.0
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services,n/a,105.29,18775000000.0,270.36,31.47,nan,nan,1.81,nan,-949.15,504.89,-157.74,-0.12,0.68,14300000.0,0.08,nan,20220000.0,-20650000.0,0.39,13.9,67130000.0,0.37,523549999.99999994,4.95,2.53,58.32,-39740000.0,38910000.0,1.22,152640000.0,nan,nan,nan,nan,nan,0.0
LBTYA,Liberty Global plc,Consumer Services,Television Services,n/a,26.52,18860000000.0,18.92,-381.71,1.95,1.63,4.72,4.28,10.52,9.13,8.64,1.14,-32.29,11600000000.0,15.48,nan,8710000000.0,4720000000.0,1.41,-94.2,1690000000.0,2.31,32270000000.000004,879.15,0.39,5.66,5160000000.0,2300000000.0,1.34,205220000.0,nan,nan,nan,nan,nan,0.0
LBTYK,Liberty Global plc,Consumer Services,Television Services,n/a,25.57,18902000000.0,18.5,nan,nan,1.63,4.61,4.24,10.43,9.13,8.64,1.14,-32.29,11600000000.0,15.48,nan,8710000000.0,4720000000.0,1.41,-94.2,1690000000.0,2.31,32270000000.000004,879.15,0.39,5.66,5160000000.0,2300000000.0,1.33,520929999.99999994,nan,nan,nan,nan,nan,0.0
LILA,Liberty Latin America Ltd.,Consumer Services,Television Services,n/a,15.95,2889000000.0,nan,-32.84,nan,0.76,1.0,2.72,7.23,-10.95,15.0,2.55,-16.49,3800000000.0,21.31,nan,2820000000.0,1430000000.0,-2.33,nan,964200000.0,5.31,7300000000.0,182.23,1.22,16.41,850200000.0,265450000.0,1.82,48650000.0,nan,nan,nan,nan,nan,0.0
LILAK,Liberty Latin America Ltd.,Consumer Services,Television Services,n/a,16.33,2911000000.0,nan,20.61,0.12,0.77,1.0,2.72,7.24,-10.95,15.0,2.55,-16.49,3800000000.0,21.31,nan,2820000000.0,1430000000.0,-2.33,nan,964200000.0,5.31,7300000000.0,182.23,1.22,16.41,850200000.0,265450000.0,1.82,130850000.0,nan,nan,nan,nan,nan,0.0
