Ticker,Name,Sector,Industry,IPO_Year,Price
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies,n/a,3.35
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions,n/a,19.96
DIOD,Diodes Incorporated,Technology,Semiconductors,n/a,40.63
DISCA,"Discovery, Inc.",Consumer Services,Television Services,n/a,29.11
DISCB,"Discovery, Inc.",Consumer Services,Television Services,n/a,30.5
DISCK,"Discovery, Inc.",Consumer Services,Television Services,n/a,27.66
DISH,DISH Network Corporation,Consumer Services,Television Services,1995,32.58
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,n/a,3.5416
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants,n/a,1.13
DLHC,DLH Holdings Corp.,Technology,Professional Services,n/a,6.44
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,n/a,47.3
DNBF,DNB Financial Corp,Finance,Major Banks,n/a,38.75
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software,2018,56.77
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,1995,96.42
DLPN,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services,n/a,1.76
DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software,2018,36
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,n/a,13.59
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,83.61
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,8.16
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software,2018,24
DCAR,"DropCar, Inc.",Consumer Services,Telecommunications Equipment,n/a,0.52
DSPG,"DSP Group, Inc.",Technology,Semiconductors,1994,13.8
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,2015,25.03
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants,2011,72.96
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals,2000,0.83
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components,n/a,35.07
DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components,n/a,1.09
DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments,n/a,2.06
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,2004,9.32
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions,n/a,50.75
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,n/a,22.68
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks,n/a,17.55
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks,n/a,59.1
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,52.07
EWBC,"East West Bancorp, Inc.",Finance,Major Banks,n/a,54.94
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a,5.76
EBAY,eBay Inc.,Miscellaneous,Business Services,1998,37.48
EBIX,"Ebix, Inc.",Technology,EDP Services,n/a,54.31
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing,2009,24.15
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,n/a,39.13
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,Oilfield Services/Equipment,n/a,0.028
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1997,2.83
EDGE,"Edge Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,0.458
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2016,24.8
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software,1999,11.25
EHTH,"eHealth, Inc.",Finance,Specialty Insurers,2006,58.9
EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2018,17.16
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,13.64
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components,n/a,2.33
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants,2014,15.25
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical,n/a,133.81
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts,n/a,48.02
ECOR,"electroCore, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2018,9.07
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,n/a,98.31
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment,1992,27.3
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,13.54
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers,1982,31.68
EMKR,EMCORE Corporation,Technology,Semiconductors,1997,4.14
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting,1994,3.73
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants,n/a,14.05
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,106.13
ECPG,Encore Capital Group Inc,Finance,Finance Companies,n/a,34.01
WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications,1992,59.84
ENDP,Endo International plc,Health Care,Major Pharmaceuticals,n/a,11.27
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments,n/a,0.58
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software,2013,7.18
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,2014,6.61
EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products,n/a,1.19
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components,2008,8.19
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors,2012,9.19
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers,n/a,179.01
ENFC,Entegra Financial Corp.,Finance,Banks,2014,23.95
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products,2000,36.49
ENTX,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,4.3
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks,n/a,45.59
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals,2013,12.96
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment,1996,90
EQ,"Equillium, Inc.",Health Care,Major Pharmaceuticals,2018,7.54
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts,2000,433.45
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks,2015,33.69
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment,n/a,9.28
ERIE,Erie Indemnity Company,Finance,Specialty Insurers,n/a,183.92
ERYP,Erytech Pharma S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,8.53
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys,n/a,12.13
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2013,47.23
ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks,2017,23.3
ESSA,"ESSA Bancorp, Inc.",Finance,Banks,n/a,16.3
ESTA,Establishment Labs Holdings Inc.,Health Care,Industrial Specialties,2018,26.63
ESTR,"Estre Ambiental, Inc.",Public Utilities,Environmental Services,n/a,1.85
ETSY,"Etsy, Inc.",Miscellaneous,Business Services,2015,73.29
EDRY,EuroDry Ltd.,Consumer Services,Marine Transportation,n/a,7.12
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service,1997,136.17
ESEA,Euroseas Ltd.,Transportation,Marine Transportation,n/a,0.62
EVLO,"Evelo Biosciences, Inc.",Health Care,Major Pharmaceuticals,2018,8.89
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software,2016,72.3
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing",2018,7.56
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,2016,9.14
EVLV,EVINE Live Inc.,Consumer Services,Catalog/Specialty Distribution,n/a,0.5052
EVOP,"EVO Payments, Inc.",n/a,n/a,2018,26.91
EVFM,"Evofem Biosciences, Inc.",Health Care,Major Pharmaceuticals,2014,3.65
EVGN,Evogene Ltd.,Basic Industries,Agricultural Chemicals,n/a,2.1608
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals,2013,1.44
EOLS,"Evolus, Inc.",Health Care,Major Pharmaceuticals,2018,27.88
EVOL,"Evolving Systems, Inc.",Technology,EDP Services,1998,1.38
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,2001,92.97
XELA,"Exela Technologies, Inc.",Miscellaneous,Business Services,2015,3.98
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,2000,23.05
EXFO,EXFO Inc,Capital Goods,Electrical Products,n/a,3.72
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services,2006,61.26
EXPI,"eXp World Holdings, Inc.",Finance,Real Estate,n/a,11.35
EXPE,"Expedia Group, Inc.",Consumer Services,Transportation Services,n/a,126.04
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,n/a,75.3
EXPO,"Exponent, Inc.",Consumer Services,Professional Services,n/a,57.19
STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts,n/a,19.12
XOG,"Extraction Oil & Gas, Inc.",Energy,Oil & Gas Production,2016,4.23
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment,1999,8.25
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.43
EYEN,"Eyenovia, Inc.",Health Care,Major Pharmaceuticals,2018,5.09
EYPT,"EyePoint Pharmaceuticals, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,2.63
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores,1991,9.93
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment,1999,166.97
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",2012,163.9
FLMN,Falcon Minerals Corporation,Energy,Oil & Gas Production,2017,7.95
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants,n/a,5.2
FANH,Fanhua Inc.,Finance,Specialty Insurers,n/a,25.09
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods,n/a,24
FMAO,"Farmers & Merchants Bancorp, Inc.",Finance,Savings Institutions,n/a,30.88
FMNB,Farmers National Banc Corp.,Finance,Major Banks,n/a,14.61
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components,1997,45.99
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials,1987,62.23
FAT,FAT Brands Inc.,Consumer Services,Restaurants,2017,6.15
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,16.76
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks,n/a,21.56
FNHC,FedNat Holding Company,Finance,Property-Casualty Insurers,n/a,18.52
FENC,Fennec Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,6.89
GSM,Ferroglobe PLC,Capital Goods,Metal Fabrications,n/a,2.75
FCSC,Fibrocell Science Inc.,Health Care,Major Pharmaceuticals,n/a,2.19
FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals,2014,60
LION,Fidelity Southern Corporation,Finance,Major Banks,n/a,32.58
FDUS,Fidus Investment Corporation,n/a,n/a,2011,15.26
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants,n/a,15.29
FITB,Fifth Third Bancorp,Finance,Major Banks,n/a,27.58
FISI,"Financial Institutions, Inc.",Finance,Major Banks,1999,30.2
FNSR,Finisar Corporation,Technology,Semiconductors,1999,24.62
FNJN,"Finjan Holdings, Inc.",Miscellaneous,Multi-Sector Companies,n/a,3.18
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment,2013,16.86
FBNC,First Bancorp,Finance,Major Banks,1987,39.11
FRBA,First Bank,n/a,n/a,2013,11.6
BUSE,First Busey Corporation,Finance,Major Banks,n/a,27.2
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks,n/a,21.74
FCBP,First Choice Bancorp,Finance,Major Banks,n/a,24.51
FCBC,"First Community Bankshares, Inc.",Finance,Major Banks,n/a,35.91
FCCO,First Community Corporation,Finance,Major Banks,n/a,20.53
FDEF,First Defiance Financial Corp.,Finance,Savings Institutions,n/a,31.07
FFBC,First Financial Bancorp.,Finance,Major Banks,n/a,27.56
FFIN,"First Financial Bankshares, Inc.",Finance,Major Banks,n/a,64.47
THFF,First Financial Corporation Indiana,Finance,Major Banks,n/a,44.27
FFNW,"First Financial Northwest, Inc.",Finance,Major Banks,n/a,16.54
FFWM,First Foundation Inc.,Finance,Major Banks,n/a,15.45
FGBI,"First Guaranty Bancshares, Inc.",Finance,Savings Institutions,n/a,21.24
FHB,"First Hawaiian, Inc.",Finance,Major Banks,2016,26.91
INBK,First Internet Bancorp,Finance,Major Banks,n/a,21.96
FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks,2010,41.91
FRME,First Merchants Corporation,Finance,Major Banks,n/a,40.99
FMBH,"First Mid-Illinois Bancshares, Inc.",Finance,Major Banks,n/a,35.78
FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks,n/a,22.99
FSFG,"First Savings Financial Group, Inc.",Finance,Savings Institutions,n/a,53.16
FSLR,"First Solar, Inc.",Technology,Semiconductors,2006,53.51
FUNC,First United Corporation,Finance,Major Banks,n/a,17.39
MYFW,"First Western Financial, Inc.",Finance,Major Banks,2018,13.5
FCFS,"FirstCash, Inc.",Consumer Services,Other Specialty Stores,1991,89.3
SVVC,"Firsthand Technology Value Fund, Inc.",n/a,n/a,n/a,13.13
FSV,FirstService Corporation,Finance,Real Estate,n/a,86.41
FISV,"Fiserv, Inc.",Technology,EDP Services,1986,87.03
FIVE,"Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores,2012,119.25
FPRX,"Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2013,11.89
FVE,Five Star Senior Living Inc.,Health Care,Hospital/Nursing Management,n/a,0.93
FIVN,"Five9, Inc.",Technology,EDP Services,2014,54.86
FLEX,Flex Ltd.,Technology,Electrical Products,1994,10.46
FLKS,"Flex Pharma, Inc.",Health Care,Major Pharmaceuticals,2015,0.3465
FLXN,"Flexion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,14.81
FLXS,"Flexsteel Industries, Inc.",Consumer Durables,Home Furnishings,n/a,25.14
FLIR,"FLIR Systems, Inc.",Capital Goods,Industrial Machinery/Components,1993,51.76
FLNT,"Fluent, Inc.",Consumer Services,Advertising,n/a,5.35
FLDM,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,2011,11.72
FFIC,Flushing Financial Corporation,Finance,Major Banks,n/a,23.28
FOMX,Foamix Pharmaceuticals Ltd.,Consumer Durables,Specialty Chemicals,2014,3.7
FOCS,Focus Financial Partners Inc.,Finance,Investment Managers,2018,39.65
FSCT,"ForeScout Technologies, Inc.",Technology,Computer peripheral equipment,2017,43.24
FRSX,Foresight Autonomous Holdings Ltd.,Technology,Computer Software: Prepackaged Software,n/a,1.89
FORM,"FormFactor, Inc.",Technology,Semiconductors,2003,15.97
FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services,1996,49.99
FRTA,"Forterra, Inc.",Capital Goods,Building Materials,2016,5.32
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment,2009,87.2
FBIO,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,n/a,2.07
FTSV,"Forty Seven, Inc.",Health Care,Major Pharmaceuticals,2018,17.43
FWRD,Forward Air Corporation,Transportation,Oil Refining/Marketing,n/a,64.19
FORD,"Forward Industries, Inc.",Consumer Non-Durables,Plastic Products,n/a,1.65
FWP,Forward Pharma A/S,Health Care,Major Pharmaceuticals,2014,1.41
FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties,1993,16.03
FOXF,Fox Factory Holding Corp.,Consumer Non-Durables,Motor Vehicles,2013,64.68
FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,2011,0.86
FELE,"Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications,n/a,53.95
FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,1992,3.01
RAIL,"Freightcar America, Inc.",Capital Goods,Railroads,2005,8.02
FEIM,"Frequency Electronics, Inc.",Capital Goods,Electrical Products,n/a,11.74
FRPT,"Freshpet, Inc.",Consumer Non-Durables,Packaged Foods,2014,40.99
FTDR,"frontdoor, inc.",Finance,Diversified Commercial Services,n/a,34.8
FTEO,"FRONTEO, Inc.",n/a,n/a,2013,11.4
FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment,n/a,3.16
FRPH,"FRP Holdings, Inc.",Finance,Real Estate,n/a,51.49
FSBW,"FS Bancorp, Inc.",Finance,Banks,2012,52.31
FTD,"FTD Companies, Inc.",Consumer Services,Other Consumer Services,n/a,1.73
FTEK,"Fuel Tech, Inc.",Capital Goods,Pollution Control Equipment,n/a,1.42
FCEL,"FuelCell Energy, Inc.",Miscellaneous,Industrial Machinery/Components,n/a,0.485
FLGT,"Fulgent Genetics, Inc.",Health Care,Medical Specialities,2016,5.05
FLL,"Full House Resorts, Inc.",Consumer Services,Hotels/Resorts,n/a,2.2
FULT,Fulton Financial Corporation,Finance,Major Banks,n/a,17.28
FNKO,"Funko, Inc.",Consumer Non-Durables,Recreational Products/Toys,2017,21
FSNN,"Fusion Connect, Inc.",Technology,Computer Software: Prepackaged Software,n/a,1.79
FTFT,Future FinTech Group Inc.,Consumer Non-Durables,Packaged Foods,n/a,0.9
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Capital Goods,Specialty Chemicals,2006,2.09
FVCB,"FVCBankcorp, Inc.",Finance,Major Banks,n/a,17.69
WILC,"G. Willi-Food International,  Ltd.",Consumer Non-Durables,Food Distributors,n/a,8.35
GTHX,"G1 Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2017,19.85
GAIA,"Gaia, Inc.",Consumer Services,Movies/Entertainment,1999,11.29
GLPG,Galapagos NV,Health Care,Major Pharmaceuticals,2015,103.84
GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,5.3
GLMD,Galmed Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals,2014,8.51
GMDA,Gamida Cell Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,12.51
GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,36.57
GPIC,Gaming Partners International Corporation,Consumer Non-Durables,Recreational Products/Toys,n/a,13.21
GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,2000,84.88
GARS,Garrison Capital Inc.,n/a,n/a,2013,7.43
GLIBA,"GCI Liberty, Inc.",Public Utilities,Telecommunications Equipment,n/a,54.13
GDS,GDS Holdings Limited,Technology,"Computer Software: Programming, Data Processing",2016,35
GEMP,Gemphire Therapeutics Inc.,Health Care,Major Pharmaceuticals,2016,1.3
GENC,Gencor Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks,n/a,13.54
GFN,General Finance Corporation,Technology,Diversified Commercial Services,n/a,10.9
GENE,Genetic Technologies Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.87
GNUS,"Genius Brands International, Inc.",Consumer Services,Movies/Entertainment,n/a,2.1
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments,2010,7.78
GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,0.7899
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities,2005,77.1
GNPX,"Genprex, Inc.",Health Care,Major Pharmaceuticals,2018,1.55
GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.,n/a,20.56
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.,n/a,41.67
GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components,n/a,16.68
GABC,"German American Bancorp, Inc.",Finance,Major Banks,n/a,31.01
GERN,Geron Corporation,Health Care,Major Pharmaceuticals,1996,1.54
GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals,2011,2.25
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore,1993,40.57
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing",n/a,2.8
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel,1989,36.05
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,n/a,9.2
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1992,66.2
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks,n/a,43.75
GLAD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles,2001,9.15
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate,2003,20.5
GAIN,Gladstone Investment Corporation,n/a,n/a,2005,11.76
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,2013,12.1
GBT,"Global Blood Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,54.15
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment,2011,2.67
GBLI,Global Indemnity Limited,Finance,Property-Casualty Insurers,n/a,39.56
SELF,"Global Self Storage, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,3.9638
GWRS,"Global Water Resources, Inc.",Public Utilities,Water Supply,2016,9.39
GLBS,Globus Maritime Limited,Transportation,Marine Transportation,n/a,3.22
GLUU,Glu Mobile Inc.,Technology,EDP Services,2007,9.11
GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals,2014,12.72
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment,2013,4.58
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation,n/a,21.09
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation,2011,11.98
GDEN,"Golden Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,n/a,17.92
GOGL,Golden Ocean Group Limited,Consumer Services,Marine Transportation,n/a,5
GBDC,"Golub Capital BDC, Inc.",n/a,n/a,2010,18.38
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants,n/a,2.64
GSHD,"Goosehead Insurance, Inc.",Finance,Specialty Insurers,2018,30.43
GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components,2014,6.12
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services,2008,118.93
GRVY,"GRAVITY Co., Ltd.",Miscellaneous,Business Services,2005,48.98
GECC,Great Elm Capital Corp.,n/a,n/a,n/a,8.38
GEC,"Great Elm Capital Group, Inc. ",Technology,Computer Software: Prepackaged Software,n/a,3.4472
GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical,n/a,8.78
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks,1989,56.72
GRBK,"Green Brick Partners, Inc.",Capital Goods,Homebuilding,n/a,9.18
GPP,Green Plains Partners LP,Basic Industries,Major Chemicals,2015,16.01
GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals,n/a,15.67
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers,2007,11.42
GRNQ,Greenpro Capital Corp.,Technology,EDP Services,n/a,3.4
GSKY,"GreenSky, Inc.",Miscellaneous,Business Services,2018,11.66
GSUM,Gridsum Holding Inc.,Technology,Computer Software: Prepackaged Software,2016,3.94
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals,n/a,20.04
GRIN,Grindrod Shipping Holdings Ltd.,Transportation,Marine Transportation,n/a,5.61
GRTS,"Gritstone Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,13.21
GRPN,"Groupon, Inc.",Technology,Advertising,2011,3.37
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,Aerospace,2006,44.79
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks,n/a,29.01
GVP,"GSE Systems, Inc.",Technology,Computer Software: Prepackaged Software,n/a,3.0382
GSIT,"GSI Technology, Inc.",Technology,Semiconductors,2007,8.04
GSVC,GSV Capital Corp,n/a,n/a,2011,6.45
GTXI,"GTx, Inc.",Health Care,Major Pharmaceuticals,2004,1.04
GNTY,"Guaranty Bancshares, Inc.",Finance,Major Banks,2017,31
GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks,n/a,22.88
GH,"Guardant Health, Inc.",Health Care,Medical Specialities,2018,71.89
GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications,1997,9.99
GURE,"Gulf Resources, Inc.",Basic Industries,Major Chemicals,n/a,1.06
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production,n/a,7.88
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals,2013,179
GWGH,"GWG Holdings, Inc",Finance,Life Insurance,2014,11.5
HEES,"H&E Equipment Services, Inc.",n/a,n/a,2006,29.17
HNRG,Hallador Energy Company,Energy,Coal Mining,n/a,5.43
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers,n/a,10.65
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,17.7
HLNE,Hamilton Lane Incorporated,Finance,Investment Managers,2017,46.79
HWC,Hancock Whitney Corporation,Finance,Major Banks,n/a,43.94
HAFC,Hanmi Financial Corporation,Finance,Major Banks,n/a,22.95
HONE,"HarborOne Bancorp, Inc.",Finance,Major Banks,2016,16.19
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,1995,5.52
HBIO,"Harvard Bioscience, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2000,4.08
HCAP,Harvest Capital Credit Corporation,n/a,n/a,n/a,10.1
HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys,n/a,88.63
HA,"Hawaiian Holdings, Inc.",Transportation,Air Freight/Delivery Services,n/a,28.75
HWKN,"Hawkins, Inc.",Consumer Durables,Specialty Chemicals,n/a,42.28
HYAC,Haymaker Acquisition Corp.,Finance,Business Services,2017,10.22
HAYN,"Haynes International, Inc.",Capital Goods,Steel/Iron Ore,2007,34.86
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services,2013,43.59
HIIQ,"Health Insurance Innovations, Inc.",Finance,Specialty Insurers,2013,37.25
HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management,1983,37.75
HQY,"HealthEquity, Inc.",Miscellaneous,Business Services,2014,83.46
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing",2000,27.91
HTLD,"Heartland Express, Inc.",Transportation,Trucking Freight/Courier Services,1986,20.13
HTLF,"Heartland Financial USA, Inc.",Finance,Major Banks,n/a,48.58
HTBX,"Heat Biologics, Inc.",Health Care,Major Pharmaceuticals,2013,1.39
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services,1999,43.26
HELE,Helen of Troy Limited,Consumer Durables,Home Furnishings,n/a,112
