Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,1.9,63086000.0,nan,nan,nan,6.67,nan,3.0,-1.23,0.0,-245.84,-28.67,nan,9460000.0,0.28,nan,-14550000.0,-23120000.0,-0.913,nan,35320000.0,1.06,nan,nan,8.77,-0.61,-25890000.0,-17830000.0,2.1,33200000.000000004,nan,nan,nan,nan,nan,0.0
CUTR,"Cutera, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2004,28.46,402371000.0,nan,76.76,-30.7,2.37,9.3,2.23,-29.77,-20.49,-8.37,-7.94,-61.83,169840000.0,12.16,nan,80380000.0,-12730000.0,-2.49,nan,31670000.0,2.23,10590000.0,24.51,1.66,3.05,2890000.0,8359999.999999999,1.37,14170000.0,nan,nan,nan,nan,nan,0.0
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components,n/a,3.61,23600000.0,nan,nan,nan,1.38,0.71,1.63,-3.55,-46.66,-51.89,-10.32,-21.76,17140000.0,2.62,nan,5180000.0,-7890000.0,-1.228,nan,8580000.0,1.31,12580000.0,37.9,3.34,5.07,-3570000.0,-2970000.0,1.3,6560000.0,nan,nan,nan,nan,nan,0.0
CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals,n/a,2.71,16004999.999999998,nan,nan,nan,0.51,1.06,0.87,28.23,-7.88,-3.31,-2.04,-15.36,31130000.0,5.32,nan,10720000.0,nan,-0.419,nan,1050000.0,0.18,13330000.0,88.28,1.85,2.57,nan,nan,0.31,5910000.0,nan,nan,nan,nan,nan,0.0
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software,2014,113.93,4298000000.0,73.17,43.96,3.78,11.03,8.03,9.53,50.12,15.23,16.2,5.78,12.66,389820000.0,10.55,nan,294740000.0,74120000.0,1.56,60.0,498580000.0,13.29,nan,nan,3.42,14.24,141250000.0,116100000.0,0.9,37610000.0,nan,nan,nan,nan,nan,0.0
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.375,6882000.0,nan,-0.69,nan,45.88,0.44,-51.32,0.82,0.0,nan,-28.03,-44.9,nan,0.01,nan,-4179999.9999999995,-9440000.0,-0.573,nan,15160000.0,0.88,1230000.0,7.84,7.26,0.92,-9080000.0,-7180000.0,1.5,17200000.0,nan,nan,nan,nan,nan,0.0
CY,Cypress Semiconductor Corporation,Technology,Semiconductors,1986,23.07,8523999999.999999,26.74,18.46,-9.45,3.63,4.02,3.85,17.84,13.83,9.48,3.89,16.38,2350000000.0,6.46,nan,945620000.0,507050000.0,0.86,nan,372180000.0,1.01,912650000.0,43.27,1.91,5.74,509460000.0,427140000.0,1.62,369320000.0,0.44,1.91,0.44,1.91,3.43,50.57
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software,n/a,1.59,85583000.0,nan,-8.26,-0.28,2.23,3.6,2.56,-7.35,-49.81,-49.64,-19.32,-59.9,38440000.0,0.71,nan,21360000.0,-13370000.0,-0.354,nan,12400000.0,0.23,19630000.0,82.56,1.07,0.44,-8670000.0,-8600000.0,-0.48,54510000.0,nan,nan,nan,nan,nan,0.0
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts,2013,74.01,8433000000.0,nan,nan,4.63,9.32,3.42,12.19,24.08,-7.44,7.95,0.86,-3.07,904400000.0,8.49,nan,529000000.0,458000000.0,-0.64,nan,144100000.0,1.27,2860000000.0,116.15,2.66,21.76,328300000.0,349800000.0,0.43,113190000.0,2.0,2.72,1.84,2.51,3.06,nan
CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals,2004,13.53,811529000.0,nan,-7.02,-0.48,22.78,nan,18.67,-7.38,0.0,-254.38,-25.42,-312.96,35620000.0,0.64,nan,-57630000.0,-90090000.0,-1.98,nan,172870000.0,2.95,53300000.0,nan,8.42,-0.08,-96150000.0,-69850000.0,1.34,58680000.0,nan,nan,nan,nan,nan,0.0
CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,8.62,374174000.0,nan,nan,nan,5.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.71,nan,nan,nan,nan,nan,nan,0.0
CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments,n/a,4.35,141488000.0,nan,-12.17,nan,6.09,12.27,5.8,-8.61,-72.43,-69.73,-31.95,-101.74,23250000.0,0.73,nan,15010000.0,-15660000.0,-0.529,nan,16340000.0,0.51,11250000.0,97.5,3.21,0.36,-12770000.0,-6580000.0,1.96,32299999.999999996,nan,nan,nan,nan,nan,0.0
DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries,1994,7.2,321401000.0,nan,23.06,3.53,nan,1.67,0.49,16.75,0.25,-0.19,-0.19,0.77,595770000.0,13.23,nan,130289999.99999999,17380000.0,0.03,53.7,32640000.0,0.73,nan,nan,1.78,4.28,21590000.0,3880000.0,nan,44950000.0,nan,nan,nan,nan,nan,nan
DARE,"Dare Bioscience, Inc.",Health Care,Major Pharmaceuticals,2014,0.78,13230000.0,nan,-0.98,nan,nan,2.6,nan,-0.58,0.0,0.0,-78.92,-144.45,nan,nan,nan,nan,-13090000.0,-1.054,nan,5630000.0,0.34,nan,2.28,3.32,0.31,-11790000.0,-8210000.000000001,1.9,16680000.0,nan,nan,nan,nan,nan,0.0
DRIO,DarioHealth Corp.,Health Care,Medical/Dental Instruments,n/a,0.43,15792000.0,nan,-1.07,nan,2.11,2.55,1.42,-0.55,-265.04,-263.72,-120.59,-386.46,7470000.0,0.22,nan,1760000.0,-19510000.0,-0.576,nan,7990000.0,0.18,nan,12.9,1.89,0.14,-16170000.000000002,-8950000.0,0.69,43600000.0,nan,nan,nan,nan,nan,0.0
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment,n/a,10.52,231399000.0,90.92,17.45,1.1,0.76,1.93,0.81,20.85,0.66,2.55,2.04,2.33,304340000.0,17.94,nan,91940000.0,11860000.0,0.12,70.1,56420000.0,2.64,80260000.0,66.58,2.44,5.6,-12640000.0,-21670000.0,-0.17,21390000.0,nan,nan,nan,nan,nan,0.0
DSKE,"Daseke, Inc.",Consumer Services,Transportation Services,2015,1.73,114312000.0,nan,-3.28,-0.1,0.06,0.31,0.51,5.62,-1.87,1.07,0.85,-7.52,1790000000.0,27.6,nan,475950000.0,163930000.0,-0.59,nan,63700000.0,0.99,805700000.0,186.94,1.4,5.67,131160000.0,124190000.0,1.49,64580000.0,nan,nan,nan,nan,nan,0.0
DAIO,Data I/O Corporation,Capital Goods,Electrical Products,1981,3.79,31264000.0,27.81,381.0,nan,1.19,1.38,0.67,8.26,4.35,4.77,2.63,5.03,26280000.0,3.14,nan,17360000.0,2120000.0,0.137,-73.9,15160000.0,1.85,2200000.0,9.68,4.71,2.75,1460000.0,nan,1.28,8210000.000000001,nan,nan,nan,nan,nan,0.0
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants,2014,41.64,1507000000.0,13.85,12.79,1.17,1.16,4.19,2.34,10.89,9.06,12.07,5.77,29.44,1300000000.0,33.83,nan,370670000.0,278440000.0,2.99,0.7,20350000.0,0.56,1550000000.0,430.86,0.28,9.9,324410000.0,30910000.0,1.08,36370000.0,0.6,1.39,0.45,1.09,nan,14.9
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains,2015,1.37,36225000.0,nan,nan,nan,nan,0.6,nan,nan,-17.21,0.0,-3.89,-43.97,nan,nan,nan,97980000.0,nan,-1.058,nan,nan,nan,nan,153.71,2.24,2.33,nan,nan,2.43,26060000.0,nan,nan,nan,nan,nan,0.0
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production,n/a,2.04,48766000.0,nan,-4.2,-0.06,nan,0.46,0.14,-5.25,-19.79,-20.25,-11.94,-23.61,143360000.0,6.23,nan,21220000.0,-3740000.0,-1.239,nan,44860000.0,1.93,17140000.0,16.1,2.76,4.58,12100000.0,7990000.0,nan,23220000.0,nan,nan,nan,nan,nan,nan
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,9.28,687737000.0,nan,nan,nan,nan,2.37,nan,nan,0.0,0.0,-49.22,-108.21,nan,nan,nan,11190000.0,nan,-3.27,nan,nan,nan,nan,22.16,3.0,3.98,nan,nan,2.07,72250000.0,nan,nan,nan,nan,nan,0.0
DCPH,"Deciphera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,36.5,1801000000.0,nan,-7.87,-0.29,72.03,6.3,46.74,-8.9,0.0,-526.88,-26.21,-45.34,25000000.0,0.66,nan,nan,-131320000.0,-3.31,nan,225420000.0,5.9,1680000.0,0.75,7.26,5.83,-122070000.0,-79660000.0,nan,49030000.0,nan,nan,nan,nan,nan,0.0
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants,2012,7.98,267351000.0,nan,-44.33,-3.5,0.56,1.34,1.75,58.07,-20.75,-3.4,-1.63,-37.63,481220000.0,15.07,nan,75920000.0,14530000.0,-3.13,nan,10800000.0,0.32,587590000.0,295.39,0.46,5.95,4059999.9999999995,-48480000.0,0.73,33500000.0,nan,nan,nan,nan,nan,0.0
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,2014,10.9,408733000.0,27.99,19.35,1.87,0.8,0.96,1.56,13.0,2.94,7.29,2.73,3.56,510780000.0,13.65,nan,132620000.0,61170000.0,0.39,-50.3,5250000.0,0.14,391970000.0,92.6,0.18,11.5,57900000.0,12220000.0,0.45,37060000.0,nan,nan,nan,nan,nan,0.0
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.59,5240000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,17.3,1642000000.0,nan,-8.16,nan,12.14,3.45,9.09,-21.81,-40.78,-48.13,-6.73,-11.43,135270000.0,1.43,nan,-12120000.0,-56360000.0,-0.58,nan,478600000.0,4.99,72850000.0,15.33,10.65,4.97,-15130000.0,-16440000.000000002,nan,95840000.0,nan,nan,nan,nan,nan,0.0
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants,n/a,23.35,1403000000.0,20.8,29.51,2.12,2.26,nan,2.96,18.48,11.6,11.95,11.99,nan,620870000.0,10.04,nan,220050000.0,99320000.0,1.13,194.5,5410000.0,0.09,454090000.0,nan,0.58,-2.38,72750000.0,29570000.0,-0.0,59430000.0,nan,nan,nan,nan,nan,0.0
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments,1987,52.21,11507000000.0,108.98,19.15,1.7,2.92,2.22,3.3,19.79,2.67,8.35,2.37,2.03,3940000000.0,17.68,nan,2069999999.9999998,657100000.0,0.47,nan,250100000.0,1.12,1660000000.0,31.96,2.08,23.12,502200000.0,355220000.0,0.72,224180000.0,0.4,0.77,0.35,0.68,0.6,81.4
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals,2014,7.86,403650000.0,nan,-1.59,-0.01,5.6,6.32,5.8,-1.96,0.0,-296.92,-28.61,-248.48,72060000.0,1.58,nan,3990000.0,-213350000.0,-4.86,nan,325170000.0,5.98,328720000.0,501.43,8.42,1.21,-266010000.0,-302720000.0,1.75,42330000.0,nan,nan,nan,nan,nan,0.0
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,n/a,0.7015,9461000.0,nan,nan,nan,0.03,0.38,0.57,16.36,-3.85,-0.52,-0.57,-43.66,374740000.0,26.99,nan,198150000.0,13050000.0,-1.04,-39.3,1190000.0,0.08,204710000.0,824.93,0.85,1.73,-3950000.0,-3090000.0,1.37,14340000.0,nan,nan,0.2,28.99,nan,0.0
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,1.77,86926000.0,nan,nan,-11.27,0.18,1.39,0.81,14.88,-2.59,-0.13,-0.11,-18.95,474440000.0,9.57,nan,211290000.0,25900000.0,-0.249,nan,5490000.0,0.11,303000000.0,485.42,0.91,1.25,9870000.0,-1030000.0,1.27,49960000.0,nan,nan,nan,nan,nan,0.0
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products,1995,2.65,42812000.0,10.0,nan,nan,0.64,0.51,0.05,1.12,6.42,0.96,0.4,5.17,66580000.0,4.19,nan,10270000.0,2750000.0,0.269,-39.9,39190000.0,2.46,nan,nan,4.5,5.29,2170000.0,nan,0.18,15920000.0,0.13,4.83,0.13,4.9,6.53,37.04
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,2005,172.69,15468000000.0,nan,121.16,1.32,12.66,22.48,12.63,-127.0,-13.96,-13.05,-6.48,-29.14,1220000000.0,13.62,nan,663900000.0,-121500000.0,-1.9,nan,1380000000.0,15.11,1100000000.0,159.92,6.05,7.55,166800000.0,-143400000.0,0.9,91190000.0,nan,nan,nan,nan,nan,0.0
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,2012,98.92,15949000000.0,16.44,9.36,0.43,5.31,1.15,7.14,9.27,27.41,41.58,4.86,8.06,3000000000.0,21.79,nan,1730000000.0,2310000000.0,5.95,59.4,326000000.0,2.0,4500000000.0,29.09,0.82,85.42,1840000000.0,-2120000000.0,1.3,163040000.0,0.75,0.76,0.62,0.64,nan,8.84
DCIX,Diana Containerships Inc.,Transportation,Marine Transportation,n/a,0.93,33738000.0,nan,nan,nan,1.58,0.3,0.75,9.76,-39.38,-12.6,-1.32,-8.03,21320000.0,1.27,nan,8850000.0,1630000.0,-0.502,nan,16739999.999999998,0.46,nan,nan,nan,3.11,nan,nan,0.86,36280000.0,nan,nan,108.04,nan,nan,0.0
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,14.06,963192000.0,nan,-12.04,nan,81.11,6.01,51.68,-6.96,0.0,-750.62,-24.7,-77.98,11880000.0,0.19,nan,-39530000.0,-88220000.0,-1.38,nan,345290000.0,5.05,2680000.0,1.67,3.65,2.34,96800000.0,32330000.0,1.99,68360000.0,nan,nan,nan,nan,nan,0.0
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,n/a,1.92,8917000.0,nan,-1.28,nan,nan,0.55,nan,-0.1,0.0,0.0,-28.49,-80.66,nan,nan,nan,nan,-11030000.0,-4.973,nan,8369999.999999999,1.78,nan,1.8,9.02,3.45,-10210000.0,-6030000.0,0.9,4690000.0,nan,nan,nan,nan,nan,0.0
DGII,Digi International Inc.,Technology,Computer Communications Equipment,1989,12.72,357896000.0,34.19,25.44,2.28,1.4,1.04,1.04,10.17,4.18,5.18,2.22,3.2,255830000.0,9.24,nan,111750000.0,26230000.0,0.37,-43.3,86350000.0,3.07,nan,nan,5.08,12.27,28590000.0,23680000.0,1.93,28140000.0,nan,nan,nan,nan,nan,0.0
DMRC,Digimarc Corporation,Technology,EDP Services,n/a,40.4,506529000.0,nan,-17.79,-0.68,nan,7.78,19.61,-13.66,-149.0,-153.28,-28.93,-49.58,21980000.0,1.91,nan,11480000.0,-31550000.0,-2.85,nan,49960000.0,4.2,3440000.0,5.51,10.27,5.24,-22400000.0,-12760000.0,nan,12430000.0,nan,nan,nan,nan,nan,nan
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions,n/a,20.04,715604000.0,14.86,12.92,11.37,4.7,1.17,12.28,nan,31.99,43.05,0.77,7.96,152420000.0,4.21,nan,153600000.0,nan,1.34,5.8,173680000.0,4.83,1330000000.0,nan,nan,16.96,62620000.0,nan,1.12,35960000.0,0.56,2.82,0.56,2.83,3.1,41.79
DIOD,Diodes Incorporated,Technology,Semiconductors,n/a,36.3,1830000000.0,14.36,nan,nan,1.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3,nan,nan,nan,nan,nan,nan,0.0
DISCA,"Discovery, Inc.",Consumer Services,Television Services,n/a,27.08,14003000000.0,13.11,6.9,0.4,1.27,1.98,3.36,7.3,15.62,32.57,6.65,16.95,10990000000.0,17.16,nan,7050000000.0,5060000000.0,2.06,338.4,1330000000.0,1.89,17270000000.0,148.01,1.27,13.65,3080000000.0,5830000000.0,1.37,158040000.0,nan,nan,nan,nan,nan,0.0
DISCB,"Discovery, Inc.",Consumer Services,Television Services,n/a,33.59,13109000000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DISCK,"Discovery, Inc.",Consumer Services,Television Services,n/a,25.62,14024000000.0,nan,6.72,0.62,nan,1.87,3.27,7.1,15.62,32.57,6.65,16.95,10990000000.0,17.16,nan,7050000000.0,5060000000.0,2.06,338.4,1330000000.0,1.89,17270000000.0,148.01,1.27,13.65,3080000000.0,5830000000.0,nan,373070000.0,nan,nan,nan,nan,nan,nan
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,n/a,2.03,13358000.0,nan,nan,nan,0.02,nan,0.85,32.95,-6.34,0.58,0.59,nan,550820000.0,85.73,nan,112780000.0,14190000.0,-5.436,nan,2990000.0,0.45,456570000.0,nan,0.88,-4.35,-1120000.0,1080000.0,1.58,6680000.0,0.22,14.67,0.05,2.62,2.77,nan
DLHC,DLH Holdings Corp.,Technology,Professional Services,n/a,3.97,47904000.0,9.48,6.75,0.34,0.35,1.09,0.76,7.87,3.98,7.77,6.7,13.57,138700000.0,11.57,nan,30200000.0,13410000.0,0.42,-50.2,6000000.0,0.5,63630000.0,145.26,1.16,3.64,17240000.0,8369999.999999999,1.23,12040000.0,nan,nan,nan,nan,nan,0.0
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,n/a,44.26,648970000.0,nan,10.72,0.61,nan,4.02,1.77,8.0,13.51,19.71,19.34,37.87,389290000.0,26.67,nan,110690000.0,86240000.0,3.51,170.6,14880000.0,1.02,47390000.0,28.99,2.25,11.16,52520000.0,2110000.0,nan,14990000.0,nan,nan,nan,nan,nan,nan
DNBF,DNB Financial Corp,Finance,Major Banks,n/a,41.2,176989000.0,15.77,14.23,nan,4.2,1.5,4.38,nan,26.58,34.1,0.98,10.02,42120000.0,9.75,nan,40840000.0,nan,2.59,26.3,46400000.0,10.7,54680000.0,nan,nan,27.28,14360000.0,nan,1.23,4330000.0,0.28,0.68,0.28,0.69,0.93,10.81
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software,2018,47.2,8143000000.000001,nan,nan,nan,10.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,1995,102.86,24846000000.0,nan,17.65,2.98,1.07,4.24,1.45,14.95,-6.77,7.02,5.74,-23.34,23290000000.0,97.89,nan,8359999999.999999,2260000000.0,-6.63,-34.2,623400000.0,2.63,10250000000.0,174.76,1.06,24.77,1840000000.0,808520000.0,0.64,236620000.0,nan,nan,nan,nan,nan,0.0
DLPN,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services,n/a,0.9892,13311000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software,2018,24.75,660480000.0,nan,-8.84,nan,4.36,30.62,4.0,-4.66,-95.39,-88.71,-39.88,nan,151320000.0,6.67,nan,92910000.0,-129669999.99999999,-6.36,nan,154000000.0,5.63,98160000.0,455.59,1.66,0.79,-121160000.0,-66390000.0,nan,24110000.0,nan,nan,nan,nan,nan,0.0
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,70.59,2347000000.0,20.79,16.31,1.41,2.33,3.11,2.27,12.01,11.28,15.95,10.95,15.94,1010000000.0,30.66,nan,375280000.0,190020000.0,3.44,-37.4,38420000.0,1.18,38050000.0,5.07,3.38,23.02,69060000.0,11880000.0,0.67,32790000.0,nan,nan,nan,nan,nan,0.0
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,15.1,424828000.0,nan,-9.28,nan,31.97,8.34,28.5,-5.27,0.0,-541.38,-39.36,-90.08,13290000.0,0.47,nan,9180000.0,-71880000.0,-2.56,nan,76780000.0,2.67,22250000.0,43.78,5.64,1.77,-57880000.0,-31980000.0,2.56,28800000.0,nan,nan,nan,nan,nan,0.0
DCAR,"DropCar, Inc.",Consumer Services,Telecommunications Equipment,n/a,0.771,3109000.0,nan,nan,nan,0.64,1.26,-0.05,0.03,-271.8,-183.22,-56.54,-152.48,4860000.0,2.12,nan,-1790000.0,-8840000.0,-6.239,nan,3450000.0,0.85,960.0,0.04,1.8,0.61,-5060000.0,-1070000.0,3.41,4040000.0,nan,nan,nan,nan,nan,0.0
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,2015,8.97,297794000.0,17.98,10.71,0.51,0.51,1.97,0.85,11.66,2.8,4.77,5.19,11.2,582140000.0,18.11,nan,310400000.0,42520000.0,0.51,nan,nan,0.03,206890000.0,137.17,2.01,4.62,28970000.0,-31420000.0,0.36,29360000.0,nan,nan,nan,nan,nan,0.0
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants,2011,82.51,6930000000.0,30.34,25.71,3.57,5.14,nan,7.37,21.56,17.15,30.96,7.38,nan,1350000000.0,16.3,nan,688080000.0,460810000.0,2.76,-1.4,474260000.0,5.73,3480000000.0,nan,1.6,-7.94,254290000.0,218570000.0,0.87,82720000.0,1.5,1.82,1.45,1.76,2.13,52.36
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals,2000,1.72,322463000.0,nan,-12.92,-0.57,16.3,14.12,16.19,-14.25,-123.22,-114.57,-24.13,-95.27,19780000.0,0.12,nan,-11200000.0,-22470000.0,-0.151,nan,37940000.0,0.2,27970000.0,122.16,4.26,0.12,-18790000.0,-11340000.0,1.44,191940000.0,nan,nan,nan,nan,nan,0.0
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components,n/a,31.51,553400000.0,14.37,12.0,0.66,0.44,1.68,0.66,8.29,3.19,5.93,6.44,13.0,1260000000.0,71.9,nan,332210000.0,100140000.0,2.19,16.4,25430000.0,1.44,308700000.0,93.49,2.56,18.69,39360000.0,19380000.0,2.65,17610000.0,nan,nan,nan,nan,nan,0.0
DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments,n/a,1.24,11196000.0,nan,-8.87,nan,0.18,1.2,0.48,29.93,-1.92,-0.92,-0.89,-5.73,63960000.0,7.84,nan,20420000.0,1020000.0,-0.245,nan,nan,0.05,8410000.0,40.28,1.43,1.11,2210000.0,4050000.0,0.1,8420000.0,nan,nan,nan,nan,nan,0.0
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,2004,4.65,386600000.0,nan,-5.31,nan,18.54,28.34,17.78,-2.87,0.0,-694.89,-34.12,-229.57,20850000.0,0.33,nan,-77690000.0,-129030000.0,-2.563,nan,140490000.0,2.16,212940000.0,nan,4.3,0.16,-143760000.0,-98450000.0,0.38,83680000.0,nan,nan,nan,nan,nan,0.0
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,n/a,11.92,967241000.0,29.75,6.68,-118.5,0.74,1.06,1.93,11.51,2.61,11.3,3.58,5.34,1300000000.0,16.06,nan,455590000.0,218140000.0,0.4,nan,56510000.0,0.7,1600000000.0,174.55,3.3,11.33,127510000.0,-153700000.0,2.0,68850000.0,0.2,1.67,0.2,1.69,nan,34.48
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,56.18,759743000.0,19.18,12.52,14.54,3.55,4.4,3.25,11.59,19.79,26.21,13.08,23.63,213880000.0,14.99,nan,151400000.0,59990000.0,2.9,152.9,108130000.0,7.91,43450000.0,25.19,3.59,12.62,90370000.0,85430000.0,1.86,13670000.0,nan,nan,nan,nan,nan,0.0
EWBC,"East West Bancorp, Inc.",Finance,Major Banks,n/a,40.37,5892000000.0,9.0,8.18,1.09,4.02,1.24,1.85,nan,44.89,57.47,1.63,14.89,1470000000.0,10.11,nan,1410000000.0,nan,4.5,-12.7,4280000000.0000005,29.42,1180000000.0,nan,nan,32.53,738310000.0,nan,1.81,145550000.0,1.1,2.67,0.96,2.41,1.76,21.44
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a,5.29,48362000.0,nan,-16.97,nan,4.49,3.11,5.22,-5.64,-108.77,-100.12,-33.89,-114.87,10770000.0,1.33,nan,2310000.0,-9960000.0,-1.45,nan,nan,0.08,8310000.000000001,53.49,4.67,1.69,-13280000.0,-11440000.0,0.33,9190000.0,nan,nan,nan,nan,nan,0.0
EBAY,eBay Inc.,Miscellaneous,Business Services,1998,39.67,33249000000.000004,15.32,12.79,1.1,3.06,8.13,3.58,12.37,22.12,22.57,6.78,42.78,10860000000.0,11.81,nan,8359999999.999999,3140000000.0,2.59,-37.4,4480000000.0,5.34,10000000000.0,243.5,1.31,4.88,3080000000.0,2100000000.0,1.21,838760000.0,0.56,1.39,0.28,0.7,nan,10.94
EBIX,"Ebix, Inc.",Technology,EDP Services,n/a,35.08,1067000000.0,11.78,6.78,0.87,1.93,2.0,3.26,10.53,16.72,28.55,6.61,16.02,552170000.0,17.86,nan,329410000.0,170960000.0,2.97,-1.1,107070000.0,3.51,801010000.0,136.33,1.36,17.55,88220000.0,18200000.0,1.95,30490000.0,0.3,0.85,0.3,0.87,0.71,10.07
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing,2009,19.75,530370000.0,21.5,12.0,2.43,0.23,1.37,0.31,9.64,1.07,2.19,3.55,6.6,2320000000.0,84.82,nan,420360000.0,73790000.0,0.9,-34.0,16020000.0,0.59,192260000.0,51.17,1.33,14.23,110770000.0,67640000.0,1.8,27280000.0,nan,nan,nan,nan,nan,0.0
